#Detector,X,Y,Usage,Trap_Type
774127_1240362_BS,774127,1240362,0011,/ BS
776523_1240304_BS,776523,1240304,1111,/ BS
781968_1239542_BS,781968,1239542,0011,/ BS
784262_1238352_BS,784262,1238352,1111,/ BS
786675_1240512_BS,786675,1240512,0011,/ BS
792777_1239608_BS,792777,1239608,1111,/ BS
792929_1252791_BS,792929,1252791,0011,/ BS
793891_1239133_BS,793891,1239133,0011,/ BS
794778_1251015_BS,794778,1251015,1111,/ BS
795523_1243356_BS,795523,1243356,1111,/ BS
795967_1246713_BS,795967,1246713,0011,/ BS
796993_1237734_BS,796993,1237734,1111,/ BS
797222_1234402_BS,797222,1234402,1111,/ BS
800841_1232997_BS,800841,1232997,0011,/ BS
801144_1239515_BS,801144,1239515,1111,/ BS
803277_1229961_BS,803277,1229961,0011,/ BS
805685_1237099_BS,805685,1237099,0011,/ BS
806605_1233293_BS,806605,1233293,1111,/ BS
807984_1235432_BS,807984,1235432,1111,/ BS
808163_1240134_BS,808163,1240134,0011,/ BS
808507_1231030_BS,808507,1231030,0011,/ BS
809165_1222071_BS,809165,1222071,0011,/ BS
810242_1229776_BS,810242,1229776,1111,/ BS
810628_1218433_BS,810628,1218433,0011,/ BS
811230_1215863_BS,811230,1215863,1111,/ BS
811246_1226361_BS,811246,1226361,1111,/ BS
812913_1223107_BS,812913,1223107,0011,/ BS
814560_1221604_BS,814560,1221604,1111,/ BS
815383_1210618_BS,815383,1210618,1111,/ BS
816578_1207677_BS,816578,1207677,0011,/ BS
817263_1218679_BS,817263,1218679,1111,/ BS
818980_1203349_BS,818980,1203349,1111,/ BS
820004_1208886_BS,820004,1208886,1111,/ BS
820730_1202003_BS,820730,1202003,0011,/ BS
820822_1216941_BS,820822,1216941,0011,/ BS
822067_1198060_BS,822067,1198060,0011,/ BS
822869_1224776_BS,822869,1224776,0011,/ BS
823319_1195445_BS,823319,1195445,1111,/ BS
823610_1199719_BS,823610,1199719,0111,/ BS
823656_1210308_BS,823656,1210308,0011,/ BS
824713_1214680_BS,824713,1214680,0011,/ BS
825074_1221980_BS,825074,1221980,1111,/ BS
825120_1206688_BS,825120,1206688,0011,/ BS
825655_1212591_BS,825655,1212591,1111,/ BS
825827_1205124_BS,825827,1205124,0011,/ BS
826669_1180497_BS,826669,1180497,1111,/ BS
826805_1191813_BS,826805,1191813,0011,/ BS
826987_1218788_BS,826987,1218788,1111,/ BS
828430_1192086_BS,828430,1192086,1111,/ BS
829288_1175828_BS,829288,1175828,1111,/ BS
830005_1182965_BS,830005,1182965,0011,/ BS
830174_1190130_BS,830174,1190130,0011,/ BS
830331_1175713_BS,830331,1175713,0110,/ BS
830820_1221315_BS,830820,1221315,1111,/ BS
831228_1223930_BS,831228,1223930,0011,/ BS
831410_1187703_BS,831410,1187703,1111,/ BS
832222_1176661_BS,832222,1176661,0110,/ BS
832431_1185237_BS,832431,1185237,0001,/ BS
832595_1189574_BS,832595,1189574,0001,/ BS
833907_1187430_BS,833907,1187430,0010,/ BS
834494_1177324_BS,834494,1177324,0110,/ BS
836264_1185128_BS,836264,1185128,1100,/ BS
836405_1178798_BS,836405,1178798,1111,/ BS
839870_1183442_BS,839870,1183442,0110,/ BS
