#Detector,X,Y,Usage,Trap_Type
1585045_774187_BS,1585045,774187,1000,/ BS
1585126_763289_BS,1585126,763289,0001,/ BS
1585295_769068_BS,1585295,769068,1000,/ BS
1585691_756492_BS,1585691,756492,0010,/ BS
1586362_755972_BS,1586362,755972,0100,/ BS
1586397_765168_BS,1586397,765168,0100,/ BS
1587225_753153_BS,1587225,753153,1000,/ BS
1587502_755714_BS,1587502,755714,1000,/ BS
1587938_763344_BS,1587938,763344,0010,/ BS
1588203_774691_BS,1588203,774691,0100,/ BS
1588368_752087_BS,1588368,752087,0100,/ BS
1588697_732133_BS,1588697,732133,0010,/ BS
1588701_743949_BS,1588701,743949,0001,/ BS
1589140_776023_BS,1589140,776023,0001,/ BS
1589793_777218_BS,1589793,777218,0010,/ BS
1590114_730496_BS,1590114,730496,1000,/ BS
1590124_757260_BS,1590124,757260,0001,/ BS
1590163_717477_BS,1590163,717477,0100,/ BS
1590226_730409_BS,1590226,730409,1100,/ BS
1590313_730521_BS,1590313,730521,0100,/ BS
1590441_742151_BS,1590441,742151,0010,/ BS
1590857_717565_BS,1590857,717565,1000,/ BS
1590906_752714_BS,1590906,752714,0010,/ BS
1591436_731978_BS,1591436,731978,0001,/ BS
1591821_744751_BS,1591821,744751,0100,/ BS
1591874_726177_BS,1591874,726177,0001,/ BS
1592766_743660_BS,1592766,743660,1000,/ BS
1592979_751463_BS,1592979,751463,0001,/ BS
1593090_730068_BS,1593090,730068,0010,/ BS
1593193_719782_BS,1593193,719782,0001,/ BS
1593805_752882_BS,1593805,752882,0001,/ BS
1594010_715746_BS,1594010,715746,0010,/ BS
1594014_757555_BS,1594014,757555,0010,/ BS
1594662_772991_BS,1594662,772991,0100,/ BS
1594767_762701_BS,1594767,762701,1000,/ BS
1595561_754116_BS,1595561,754116,0010,/ BS
1595583_767350_BS,1595583,767350,0100,/ BS
1596560_772324_BS,1596560,772324,1000,/ BS
1597141_743309_BS,1597141,743309,1000,/ BS
1597362_756568_BS,1597362,756568,0100,/ BS
1598262_732950_BS,1598262,732950,1000,/ BS
1598454_721968_BS,1598454,721968,0100,/ BS
