BATCH_NO,CID_NO,MASTER_ID,ERROR_FLAG,SPECIES_CODE,KILL_CODE,LIMITED_ENTRY_FLAG,KILL_DATE,SEX,MU_CODE,SUB_UNIT_CODE,REGION_CODE,SUB_REGION_CODE,ZONE_NO,GRID_EAST,GRID_NORTH,KILL_LOCATION,HUNTER_LICENCE_TYPE,SKULL_LENGTH,SKULL_WIDTH,SKULL_TYPE,HORN_ANNULI_CODE,HORN_ANNULI_AGE,TOOTH_CODE,TOOTH_AGE,WEARSTAIN_CODE,WEARSTAIN_AGE,OTHER_CODE,OTHER_AGE,EXTRACT_FLAG,CHECK_DATE,PARK_KILL_FLAG,CHECK_LOCATION,GUIDE_FORM_NO,PARK_NAME
198801,34804,58519,,BEAG,1,2,19880509,M,438,0,4,A,11,444,5677,TANGIER CR,NRH,359,190,3,,,,,,,,,,19880513,,28,C017539,
198801,29891,58439,,BEAG,1,2,19880509,F,757,0,7,B,10,502,6321,HALFWAY RIVER,RH,322,190,3,,,2,4,,,,,,19880512,,53,,
198801,27172,58416,,BEAG,1,1,19880509,M,430,0,4,A,11,483,5578,POPLAR CREEK,RH,322,168,2,,,2,5,,,,,,19880510,,29,,
198801,31819,58480,W,BEAG,1,1,19880510,M,440,0,4,B,11,432,5759,KINBASKET CR,RH,,,0,,,2,13,,,,,,19880512,,30,,
198801,29893,58441,,BEAG,1,2,19880510,M,723,0,7,A,10,569,6051,PARSNIP RIVER,NRH,372,230,2,,,2,13,,,,,1,19880520,,53,H882019,
198801,32882,58487,W,BEAG,1,2,19880511,M,608,0,6,-,9,625,6127,HAROLD PRICE CK,NRH,,,0,,,2,6,,,,,1,19880517,,45,F863520,
198801,31818,58479,W,BEAG,1,1,19880511,M,424,0,4,B,11,622,5566,WHITE RIVER,RH,,,0,,,2,2,,,,,,19880512,,30,,
198801,31820,58481,W,BEAG,1,2,19880512,M,422,0,4,B,11,617,5512,SUMMER LAKE,NRH,,,0,,,2,8,,,,,1,19880513,,30,G871604,
198801,31687,58471,,BEAG,1,1,19880512,F,423,0,4,B,11,642,5575,ABBEY RIDGE,RH,312,163,1,,,2,4,,,,,1,19880516,,32,,
198801,35102,58542,W,BEAG,1,2,19880513,M,508,0,5,-,9,606,5739,CLYAK INLET,CRH,398,221,2,,,2,5,,,,,1,19880518,,8,,
198801,33367,58500,W,BEAG,1,2,19880513,M,515,0,5,-,10,647,5853,MITCHELL RIVER,NRH,290,172,2,,,2,5,,,,,1,19880517,,40,870841,
198801,31821,58482,W,BEAG,1,1,19880513,F,401,0,4,B,11,676,5464,CORBIN ROAD,RH,,,0,,,2,11,,,,,1,19880516,,30,,
198801,29892,58440,,BEAG,1,1,19880513,M,438,0,4,A,11,392,5725,GOLDSTREAM RIVER,RH,305,163,1,,,2,4,,,,,1,19880516,,53,,
198801,23700,58404,,BEAG,1,2,19880513,F,753,0,7,B,10,333,6641,BARICADE RANGE,NRH,300,165,1,,,2,6,,,,,1,19880520,,55,F862626,
198801,33369,58502,,BEAG,1,2,19880514,M,601,0,6,-,10,350,5910,CAPOOSE LK,RH,380,220,1,,,2,19,,,,,1,19880524,,40,,
198801,31822,58483,W,BEAG,1,1,19880514,F,424,0,4,B,11,628,5565,ROCK CREEK,RH,,,0,,,2,5,,,,,1,19880516,,30,,
198801,31823,58484,W,BEAG,1,2,19880514,F,423,0,4,B,11,637,5596,CADORNA CREEK,NRH,,,2,,,2,6,,,,,1,19880517,,30,E852292,
198801,31825,58486,W,BEAG,1,1,19880514,M,424,0,4,B,11,620,5575,NORTH WHITE RIVER,RH,,,0,,,2,4,,,,,1,19880519,,30,,
198801,27485,58420,,BEAG,1,2,19880514,M,630,0,6,-,9,539,6172,NANGEESE RIVER,RH,235,128,1,,,,1,,,,,1,19880525,,49,,
198801,35077,58536,,BEAG,1,1,19880515,F,431,0,4,A,11,450,5595,HALFWAY CREEK,RH,323,191,3,,,2,5,,,,,1,19880516,,72,,
198801,31619,58465,W,BEAG,1,2,19880515,M,435,0,4,B,11,543,5660,MOUNT MOLENSEN,CRH,,,1,,,2,17,,,,,1,19880516,,33,,
198801,30804,58451,,BEAG,1,2,19880515,M,433,0,4,A,11,431,5635,AKOLKOLEX RIVER,RH,325,172,1,,,2,5,,,,,1,19880516,,19,,
198801,30805,58452,,BEAG,1,2,19880515,M,703,0,7,A,11,307,5914,HOLMES RIVER,RH,322,167,3,,,2,3,,,,,1,19880517,,19,,
198801,29781,58435,,BEAG,1,2,19880515,M,630,0,6,-,9,495,6203,NASS RIVER,RH,297,156,1,,,2,3,,,,,1,19880524,,60,,
198801,29894,58442,,BEAG,1,2,19880515,M,716,0,7,A,10,569,6041,PARSNIP RIVER,NRH,345,202,2,,,2,6,,,,,1,19880520,,53,H882021,
198801,34805,58520,W,BEAG,1,1,19880516,F,439,0,4,A,11,409,5659,JORDON RIVER,RH,306,175,1,,,,,,,,,1,19880518,,28,,
198801,32884,58489,W,BEAG,1,2,19880516,U,607,0,6,-,0,0,0,BABINE R,NRH,,,0,,,,,,,,,,19880531,,45,G874323,
198801,28404,58424,W,BEAG,1,2,19880516,M,752,0,7,B,9,537,6529,GRAVE LAKE,NRH,,,0,,,2,5,,,,,1,19880525,,71,G872349,
198801,23699,58403,,BEAG,1,2,19880516,M,748,0,7,B,10,521,6428,BEAVER CREEK,NRH,309,177,2,,,2,2,,,,,1,19880520,,55,F862997,
198801,24814,58409,W,BEAG,1,2,19880516,M,703,0,7,A,11,310,5907,NEVIN CREEK,RH,,,2,,,2,19,3,11,,,1,19880525,,65,,
198801,14939,58393,W,BEAG,1,2,19880516,F,743,0,7,B,10,515,6248,GRAHAM RIVER,RH,345,187,1,,,2,8,,,,,1,19880519,,56,,
198801,31824,58485,W,BEAG,1,1,19880517,M,420,0,4,B,11,547,5511,WHITE CREEK,RH,,,0,,,2,4,,,,,1,19880518,,30,,
198801,31688,58472,,BEAG,1,1,19880517,M,423,0,4,B,11,645,5556,LOWE CREEK,RH,306,173,1,,,2,5,,,,,1,19880518,,32,,
198801,31721,58475,W,BEAG,1,1,19880517,M,425,0,4,B,11,617,5613,TIPPERARY LAKE,NRH,,,1,,,2,6,,,,,1,19880518,,35,,
198801,29895,58443,,BEAG,1,2,19880517,F,704,0,7,A,10,692,5897,DORE RIVER,RH,369,201,3,,,2,7,,,,,,19880524,,53,,
198801,29896,58444,,BEAG,1,2,19880517,M,707,0,7,A,10,584,5956,GRIZZLY BEAR CREEK,RH,357,222,1,,,2,15,,,,,1,19880526,,53,,
198801,20356,58402,W,BEAG,1,2,19880517,M,316,0,3,-,10,577,5589,TEXAS CREEK,NRH,345,191,1,,,,,,,,,,19880602,,11,,
198801,24813,58408,,BEAG,1,2,19880517,M,704,0,7,A,10,684,5888,CASTLE CREEK,RH,357,201,1,,,2,10,,,,,1,19880525,,65,,
198801,35079,58538,,BEAG,1,1,19880518,M,419,0,4,A,11,517,5548,FRY CREEK,RH,264,153,3,,,2,3,,,,,1,19880527,,72,,
198801,33368,58501,,BEAG,1,2,19880518,F,506,0,5,-,10,373,5754,KLINAKLEENE,RH,343,211,3,,,2,10,,,,,1,19880520,,40,,
198801,32883,58488,W,BEAG,1,2,19880518,M,614,0,6,-,9,449,6161,HASTINGS ARM,NRH,,,0,,,2,10,,,,,1,19880525,,45,G874216,
198801,31621,58467,W,BEAG,1,2,19880518,M,435,0,4,B,11,561,5631,LUXOR CREEK,NRH,,,1,,,2,14,,,,,1,19880520,,33,,
198801,30806,58453,W,BEAG,1,2,19880518,M,433,0,4,A,11,440,5641,STANDFAST CREEK,RH,288,158,3,,,,,,,,,1,19880519,,19,,
198801,29782,58436,,BEAG,1,2,19880518,F,630,0,6,-,9,505,6186,NASS RIVER,RH,306,185,1,,,2,24,,,,,1,19880526,,60,,
198801,26633,58412,,BEAG,1,2,19880518,M,508,0,5,-,9,683,5794,NUSATSUM RIVER,RH,414,240,1,,,2,23,,,,,1,19880520,,42,,
198808,37088,60834,W,BEAG,1,2,19880518,F,744,0,7,B,10,540,6310,MILE 156 RD,RH,311,169,2,,,2,3,,,,,1,19881206,,56,,
198811,35125,61427,W,BEAG,1,2,19880518,M,508,0,5,-,9,644,5789,SOUTH BENTINCK ARM,RH,414,240,1,,,,,,,,,1,19880520,,8,,
198801,35078,58537,,BEAG,1,2,19880519,F,431,0,4,A,11,450,5594,HALFWAY RIVER,RH,321,192,1,,,2,21,,,,,,19880520,,72,,
198801,31620,58466,W,BEAG,1,1,19880519,M,436,0,4,B,11,516,5721,BLAEBERRY RIVER,RH,,,3,,,2,15,,,,,1,19880520,,33,,
198801,30807,58454,,BEAG,1,2,19880519,F,608,0,6,-,9,645,6101,BRISTOL LAKE,RH,338,192,2,,,2,12,,,,,1,19880525,,19,,
198801,30951,58457,W,BEAG,1,1,19880519,F,420,0,4,B,11,555,5484,HELLROARING CR,RH,,,0,,,2,7,,,,,1,19880520,,30,,
198801,28007,58422,,BEAG,1,1,19880519,M,718,0,7,A,10,674,5973,BASTILLE CREEK,RH,345,201,3,,,2,7,3,7,,,1,19880523,,59,,
198807,34180,60411,,BEAG,1,2,19880519,M,512,0,5,-,10,384,5884,TSACHA LAKE,NRH,365,190,2,,,2,6,,,,,1,19880623,,53,G874539,
198801,29897,58445,,BEAG,1,2,19880520,M,705,0,7,A,10,604,5957,SLIM LAKE,RH,361,222,1,,,2,14,,,,,1,19880526,,53,,
198801,29404,58430,,BEAG,1,1,19880520,F,616,0,6,-,9,466,6221,BEAR PASS,RH,321,192,3,,,2,3,,,,,1,19880524,,52,,
198801,26634,58413,W,BEAG,1,2,19880520,M,508,0,5,-,9,657,5764,ICKNA CK,NRH,389,219,2,,,2,15,,,,,1,19880601,,42,,
198801,14899,58392,W,BEAG,1,2,19880520,M,743,0,7,B,10,477,6277,BIG MEADOW,NRH,363,197,2,,,2,6,,,,,1,19880607,,56,,
198801,35080,58539,,BEAG,1,1,19880521,F,424,0,4,B,11,627,5562,EAST WHITE RIVER,RH,300,181,2,,,2,21,,,,,1,19880530,,72,,
198801,31622,58468,W,BEAG,1,2,19880521,M,436,0,4,B,11,518,5732,BLAEBERRY RIVER,NRH,,,0,,,2,11,,,,,1,19880524,,33,F860198,
198801,31722,58476,W,BEAG,1,2,19880521,M,425,0,4,B,11,589,5593,WINDERMERE CREEK,NRH,,,1,,,2,19,,,,,1,19880524,,35,,
198801,29405,58431,,BEAG,1,2,19880521,F,740,0,7,A,9,646,6371,FINLAY R/FISHING LKS,NRH,325,193,2,,,2,16,,,,,1,19880526,,52,H881897,
198801,23701,58405,,BEAG,1,2,19880521,M,750,0,7,B,10,447,6440,GATHO CREEK,NRH,402,237,1,,,2,11,,,,,1,19880524,,55,G873749,
198801,14942,58395,,BEAG,1,2,19880522,F,736,0,7,B,10,537,6228,DUNLEVY CREEK,RH,292,147,1,,,2,3,,,,,1,19880526,,56,,
198801,29952,58449,W,BEAG,1,2,19880523,M,333,0,3,-,10,501,5615,HURLEY RIVER,RH,333,185,1,,,,,3,6,,,1,19880524,,22,,
198801,14897,58390,W,BEAG,1,2,19880523,F,736,0,7,B,10,495,6220,NABECHE RIVER,NRH,322,175,2,,,2,10,,,,,1,19880601,,56,,
198801,34806,58521,,BEAG,1,2,19880524,M,703,0,7,A,11,324,5896,HORSEY CREEK,RH,374,215,2,,,2,9,,,,,1,19880530,,28,,
198801,27665,58421,,BEAG,1,1,19880524,M,429,0,4,A,11,477,5615,GAINNER CREEK,RH,260,155,1,,,2,3,3,3,,,1,19880530,,16,,
198801,24812,58407,,BEAG,1,2,19880524,F,703,0,7,A,11,332,5907,HOLMES RIVER,RH,298,162,1,,,2,7,3,4,,,1,19880525,,65,,
198807,24845,60215,,BEAG,4,2,19880524,M,702,0,7,A,11,371,5841,CANOE LAKE,RH,353,187,3,,,2,2,3,3,,,1,19880526,,59,,
198801,31689,58473,,BEAG,1,1,19880525,M,425,0,4,B,11,610,5599,PALLISER RIVER,RH,283,168,3,,,2,7,,,,,1,19880526,,32,,
198801,27173,58417,,BEAG,1,2,19880525,M,729,0,7,A,10,452,6171,BLACKWATER CREEK,RH,335,206,1,,,,,3,15,,,,19880607,,29,,
198801,34624,58515,W,BEAG,1,2,19880526,M,507,0,5,-,9,623,5736,CHUCKWALLA RIVER,NRH,,,1,,,2,11,,,,,1,19880602,,18,E854876,
198801,33376,58503,,BEAG,1,2,19880526,M,515,0,5,-,10,650,5839,ROARING RIVER,RH,292,145,3,,,2,2,,,,,1,19880530,,40,,
198801,34176,58511,,BEAG,1,2,19880526,M,705,0,7,A,10,602,5951,TUMUCH LAKE,RH,372,192,3,,,2,6,,,,,,19880603,,53,,
198801,29898,58446,,BEAG,1,2,19880526,F,728,0,7,A,10,358,6128,BRULE CREEK,NRH,347,171,1,,,2,5,,,,,1,19880601,,53,F860548,
198801,24815,58410,,BEAG,1,2,19880526,F,705,0,7,A,10,668,5906,DORE RIVER,RH,336,177,1,,,2,23,3,7,,,1,19880530,,59,,
198801,14943,58396,,BEAG,1,2,19880526,M,736,0,7,B,10,488,6218,W NABESCKI RIVER,RH,345,203,2,,,2,9,,,,,,19880530,,56,,
198801,14944,58397,W,BEAG,1,2,19880526,M,744,0,7,B,10,511,6337,LILY LAKE,RH,,,0,,,,,,,,,,19880531,,56,,
198801,29321,58426,W,BEAG,1,2,19880527,F,401,0,4,B,11,682,5448,MAR LAKE,NRH,,,0,,,,,,,,,,19880529,,30,H884784,
198801,23703,58406,W,BEAG,1,2,19880527,M,751,0,7,B,10,340,6501,MOOSE LAKE,RH,375,212,2,,,2,8,,,,,1,19880608,,55,,
198801,32885,58490,W,BEAG,1,2,19880528,M,620,0,6,-,9,439,6360,BURRAGE CR,RH,,,0,,,2,7,,,,,1,19880602,,45,,
198801,29899,58447,,BEAG,1,2,19880528,M,718,0,7,A,10,631,5996,HEDRICK LAKE,NRH,298,154,2,,,2,3,,,,,1,19880602,,53,H882012,
198801,30808,58455,,BEAG,1,1,19880528,M,438,0,4,A,11,444,5677,TANGIER RIVER,RH,374,204,2,,,2,5,,,,,1,19880530,,19,,
198801,30952,58458,W,BEAG,1,1,19880528,F,420,0,4,B,11,538,5483,MEACHEM LAKE,RH,,,0,,,2,4,,,,,1,19880530,,30,,
198801,30953,58459,W,BEAG,1,1,19880528,M,405,0,4,B,11,571,5466,MCNEIL CR,RH,,,0,,,2,4,,,,,1,19880530,,30,,
198801,30957,58463,W,BEAG,1,1,19880528,F,402,0,4,B,11,665,5445,BIG RAM CR,RH,,,0,,,2,5,,,,,1,19880606,,30,,
198801,29406,58432,,BEAG,1,2,19880528,M,615,0,6,-,9,512,6092,CEDAR RIVER,RH,375,200,1,,,2,3,,,,,1,19880530,,52,,
198801,14946,58399,,BEAG,1,2,19880528,F,744,0,7,B,10,566,6295,WONOWON,RH,330,158,3,,,2,2,,,,,1,19880606,,56,,
198801,14898,58391,,BEAG,1,2,19880528,F,735,0,7,B,10,543,6227,BUTLER RIDGE,RH,335,190,1,,,2,3,,,,,1,19880602,,56,,
198801,33185,58497,W,BEAG,3,2,19880529,M,605,0,6,-,10,338,6007,SHERATON,RH,,,0,,,2,3,,,,,1,19880614,,47,,
198801,33377,58504,W,BEAG,1,2,19880529,F,505,0,5,-,10,408,5722,POTATOE MT,NRH,296,160,2,,,2,4,,,,,1,19880601,,40,874592,
198801,29900,58448,W,BEAG,1,2,19880529,M,730,0,7,A,10,480,6160,CUT THUMB CREEK,RH,,155,3,,,2,3,,,,,1,19880603,,53,,
198801,30809,58456,,BEAG,1,1,19880529,F,433,0,4,A,11,435,5638,AKOLKALEX RIVER,RH,271,176,1,,,2,10,,,,,1,19880601,,19,,
198801,29322,58427,W,BEAG,1,1,19880529,U,405,0,4,B,11,566,5464,LEWISBY CREEK,RH,,,0,,,2,8,,,,,1,19880530,,30,,
198801,14940,58394,W,BEAG,1,2,19880529,M,742,0,7,B,10,473,6344,TRIMBLE CREEK,RH,300,154,1,,,2,4,,,,,,19880603,,56,,
198801,35081,58540,,BEAG,1,1,19880530,M,407,0,4,A,11,501,5432,MONK CREEK,RH,310,179,3,,,2,5,,,,,1,19880602,,72,,
198801,34808,58522,,BEAG,1,1,19880530,M,432,0,4,A,11,414,5540,BARNES CREEK,RH,386,247,1,,,2,23,,,,,1,19880601,,28,,
198801,30954,58460,W,BEAG,1,2,19880530,F,422,0,4,B,11,638,5472,MCDERMID CR,NRH,,,0,,,2,9,,,,,1,19880531,,30,,
198801,30955,58461,W,BEAG,1,1,19880530,F,422,0,4,B,11,615,5504,VAN CREEK,RH,,,0,,,2,15,,,,,1,19880531,,30,,
198801,14945,58398,W,BEAG,1,2,19880530,M,737,0,7,A,10,387,6303,IVOR CREEK,NRH,295,156,2,,,2,5,,,,,1,19880602,,56,,
198801,34870,58534,W,BEAG,1,1,19880531,M,415,0,4,A,11,424,5523,OCTOPUS ROAD,RH,,,0,,,2,5,,,,,1,19880603,,25,,
198801,34100,58510,W,BEAG,1,2,19880531,M,626,0,6,-,8,605,6527,TAKU RIVER,NRH,,,0,,,2,12,,,,,1,19880613,,46,,
198801,28008,58423,,BEAG,1,2,19880531,M,705,0,7,A,10,681,5908,DORE RIVER,RH,362,196,1,,,2,11,3,6,,,1,19880602,,59,,
198809,34181,61133,W,BEAG,4,2,19880601,M,715,0,7,A,0,0,0,VICINITY OF PR GEORG,RH,272,142,1,,,,2,,,,,1,19880628,,53,,
198801,34809,58523,,BEAG,1,2,19880602,M,439,0,4,A,11,381,5716,KIRBYVILLE CR,NRH,317,185,2,,,2,6,,,,,1,19880606,,28,H884601,
198801,32886,58491,W,BEAG,1,2,19880602,M,622,0,6,-,9,329,6298,ISKUT RIVER,NRH,,,0,,,2,19,,,,,1,19880606,,45,C020399,
198801,29407,58433,W,BEAG,2,2,19880602,M,603,0,6,-,9,570,5934,KEMANO,RH,,,0,,,2,14,,,,,1,19880603,,52,,
198807,33626,60377,,BEAG,1,2,19880602,M,752,0,7,B,9,502,6480,TURNIGAN RIVER,NRH,326,173,2,,,2,5,,,,,1,19880615,,73,H882084,
198801,33052,58496,,BEAG,1,2,19880603,F,742,0,7,B,10,495,6349,CHICKEN CREEK,RH,323,192,1,,,2,16,,,,,1,19880613,,54,,
198801,30956,58462,W,BEAG,1,1,19880603,M,422,0,4,B,11,639,5472,MCDERMID CR,RH,,,0,,,2,2,,,,,1,19880606,,30,,
198801,34810,58524,,BEAG,1,1,19880604,M,439,0,4,A,11,382,5767,MICA DAM (SOUTH),RH,323,185,1,,,2,4,,,,,1,19880609,,28,,
198801,32887,58492,W,BEAG,1,2,19880604,M,739,0,7,A,9,608,6297,THUTADE LAKE,NRH,,,0,,,2,3,,,,,1,19880614,,45,F863591,
198801,27243,58419,W,BEAG,2,2,19880604,M,432,0,4,A,11,434,5610,SHELTER BAY (ARROW L,RH,311,167,3,,,2,2,3,5,,,1,19880605,,37,,
198801,14948,58401,W,BEAG,1,2,19880604,M,737,0,7,A,10,426,6244,TOBIN LAKE,NRH,378,219,2,,,2,9,,,,,1,19880616,,56,G873989,
198801,34625,58516,,BEAG,1,2,19880605,M,621,0,6,-,9,440,6299,BEAVERPOND CK,RH,437,248,3,,,2,20,,,,,1,19880613,,18,,
198801,33380,58507,,BEAG,1,2,19880605,F,515,0,5,-,10,610,5819,QUESNEL LAKE,NRH,331,201,2,,,2,14,,,,,1,19880613,,40,G874580,
198801,33051,58495,,BEAG,1,2,19880605,M,748,0,7,B,10,517,6365,BUCKINGHORSE RIVER,RH,290,145,1,,,2,2,,,,,1,19880613,,54,,
198801,27174,58418,,BEAG,1,2,19880605,M,431,0,4,A,11,469,5581,ROGERS CREEK,RH,302,166,1,,,,,3,8,,,,19880607,,29,,
198801,33378,58505,,BEAG,1,2,19880606,F,504,0,5,-,10,457,5685,TASEKO LK - WEST SID,NRH,360,200,1,,,2,9,,,,,,19880610,,40,H880471,
198808,34177,60723,,BEAG,1,2,19880606,M,730,0,7,A,10,479,6161,CUT THUBB CR,RH,298,157,1,,,,,,,,,,19880614,,53,,
198801,33379,58506,,BEAG,1,2,19880607,M,503,0,5,-,10,494,5678,BIG CREEK,RH,375,222,2,,,2,7,,,,,1,19880613,,40,,
198801,28405,58425,W,BEAG,2,2,19880609,M,626,0,6,-,8,658,6454,MUDDY LAKE,RH,279,150,3,,,,,,,,,,19880614,,71,,
198801,30701,58450,,BEAG,1,2,19880610,F,609,0,6,-,9,595,5968,NADINA LK,RH,260,140,1,,,2,2,,,,,1,19880613,,18,,
198801,32889,58494,W,BEAG,1,2,19880612,F,618,0,6,-,9,544,6313,TAYLOR MT,NRH,,,0,,,2,4,,,,,1,19880616,,45,H882731,
198801,34179,58513,,BEAG,1,2,19880613,F,738,0,7,A,10,335,6235,MESILINKA,RH,303,202,1,,,2,8,,,,,1,19880620,,53,,
198801,34811,58525,,BEAG,1,1,19880613,F,815,0,8,-,11,396,5527,GALLOPING HILLS & GR,RH,307,155,3,,,2,4,,,,,1,19880614,,28,,
198801,29783,58437,,BEAG,1,2,19880613,M,728,0,7,A,10,364,6139,ROTTACKER CR,NRH,394,244,1,,,2,10,,,,,1,19880615,,60,F860547,
198801,14947,58400,,BEAG,1,2,19880613,M,742,0,7,B,10,502,6358,GRASSY CR,RH,298,182,2,,,2,12,,,,,1,19880615,,56,,
198801,32888,58493,W,BEAG,1,2,19880614,M,618,0,6,-,9,522,6333,ELLIS CK,NRH,,,0,,,2,5,,,,,1,19880616,,45,H882730,
198801,34178,58512,,BEAG,1,2,19880615,F,723,0,7,A,10,565,6076,TABLE RIVER,NRH,311,163,1,,,2,6,,,,,,19880616,,53,H882045,
198807,31690,60310,,BEAG,5,2,19880722,M,423,0,4,B,11,655,5540,ELK RIVER,RH,386,231,3,,,2,11,,,,,1,19880722,,32,,
198805,36240,59872,,BEAG,1,2,19880802,F,748,0,7,B,10,523,6408,HORSE RANGE CREEK,NRH,320,180,2,,,2,6,,,,,1,19881006,,55,G874608,
198807,28382,60218,W,BEAG,2,2,19880817,F,622,0,6,-,9,365,6449,LITTLE TAHLTAN RIVER,RH,310,156,3,,,,,,,,,,19880818,,72,,
198807,35779,60485,W,BEAG,4,2,19880820,M,742,0,7,B,10,457,6383,RICHARDS CREEK,RH,307,,3,,,2,2,,,,,1,19880822,,56,,
198807,26635,60216,W,BEAG,2,2,19880826,M,512,0,5,-,10,356,5807,HOLTRY CREEK,RH,407,235,1,,,2,10,,,,,1,19880827,,42,,
198805,36220,59868,,BEAG,4,2,19880901,M,753,0,7,B,10,353,6583,ATINE LAKE,NRH,285,150,2,,,2,2,,,,,1,19880928,,55,G874643,
198805,36142,59842,,BEAG,1,2,19880901,M,742,0,7,B,10,437,6391,PROPHET R,NRH,375,216,3,,,2,7,,,,,1,19881017,,56,H883798,
198805,34151,59666,W,BEAG,1,2,19880901,F,628,0,6,-,8,404,6651,BLANCHARD RIVER,RH,,,0,,,2,13,,,,,1,19880906,,46,,
198807,33063,60343,W,BEAG,2,2,19880901,F,720,0,7,B,10,653,6084,THUNDER CREEK,RH,340,209,1,,,2,11,,,,,1,19880901,,54,,
198807,34263,60412,,BEAG,1,2,19880901,F,620,0,6,-,9,476,6346,TUNEKA LAKE,RH,319,174,2,,,2,6,,,,,1,19880912,,53,,
198807,34823,60442,,BEAG,1,2,19880901,F,751,0,7,B,10,346,6493,WOLF CREEK,RH,300,175,2,,,2,5,,,,,,19880908,,28,,
198807,35852,60487,W,BEAG,1,2,19880901,M,750,0,7,B,10,464,6444,BLUE CK,NRH,330,176,2,,,2,4,,,,,1,19880912,,56,,
198806,33672,60076,W,BEAG,1,2,19880901,M,751,0,7,B,9,668,6430,DRIFT PILE CK,NRH,394,184,3,,,2,8,,,,,1,19880909,,73,F860404,
198805,35148,59721,W,BEAG,1,2,19880902,M,626,0,6,-,8,615,6560,SINAWA EDDY MTN,NRH,,,0,,,2,6,,,,,1,19880904,,46,H882908,
198805,34161,59667,W,BEAG,1,2,19880902,M,625,0,6,-,9,375,6603,KLINKET CK,NRH,,,0,,,2,6,,,,,1,19880908,,46,,
198807,29419,60233,,BEAG,1,2,19880902,F,752,0,7,B,9,510,6462,LETAIN LAKE,RH,310,165,1,,,2,4,,,,,1,19880908,,52,,
198807,34276,60414,,BEAG,1,2,19880902,F,740,0,7,A,9,633,6427,OBO LAKE,NRH,278,166,2,,,2,4,,,,,1,19880916,,53,H881826,
198808,32681,60664,W,BEAG,1,2,19880902,M,626,0,6,-,8,668,6451,ROCK ISL LAKE,NRH,,,0,,,2,5,,,,,1,19881024,,45,H883274,
198805,21478,59583,,BEAG,1,2,19880903,M,750,0,7,B,10,405,6485,BATHTUB CREEK,RH,391,234,2,,,2,11,,,,,1,19881004,,2,,
198807,33000,60339,,BEAG,1,2,19880904,F,739,0,7,A,9,584,6334,STALK LAKE,NRH,280,150,1,,,2,3,,,,,1,19880909,1,45,H882064,
198806,28420,59907,,BEAG,1,2,19880904,F,621,0,6,-,9,426,6340,DURHAM CREEK,NRH,302,163,1,,,2,2,,,,,1,19880906,,72,H882815,
198805,35953,59793,,BEAG,1,2,19880905,F,750,0,7,B,10,440,6445,GATHO CR,NRH,330,171,3,,,2,4,,,,,1,19880930,,56,G873784,
198806,35858,60161,,BEAG,1,2,19880905,M,743,0,7,B,10,518,6271,BLUE GRAVE CK,RH,313,170,2,,,2,3,,,,,1,19880913,,56,,
198807,30788,60260,,BEAG,1,2,19880905,F,719,0,7,B,10,692,6026,NARROWWAY RIVER,RH,310,176,1,,,2,6,,,,,1,19880912,,19,,
198806,33075,60035,,BEAG,1,2,19880905,U,750,0,7,B,10,463,6453,GATHTO CREEK,RH,345,195,1,,,2,12,,,,,1,19880909,,54,,
198805,34104,59664,W,BEAG,1,2,19880906,F,628,0,6,-,8,416,6634,KELSALL LK,NRH,,,0,,,2,7,,,,,1,19880916,,46,H883030,
198805,35949,59791,,BEAG,1,2,19880907,F,750,0,7,B,10,411,6434,GATHO CK,NRH,271,143,2,,,2,1,,,,,1,19880930,,56,G873790,
198807,33076,60344,,BEAG,1,2,19880907,F,722,0,7,B,10,545,6140,MT STEVENSON,NRH,271,145,1,,,2,2,,,,,1,19880909,,54,F862054,
198807,33402,60364,W,BEAG,4,2,19880907,M,508,0,5,-,9,653,5808,NECLEETSCONNAY R,RH,,,0,,,,,,,,,,19880913,,40,,
198808,37082,60830,W,BEAG,1,2,19880907,M,736,0,7,B,0,0,0,DUNLEVY CR,NRH,390,233,3,,,,,,,,,,19881104,,56,H883893,
198806,33669,60074,W,BEAG,1,2,19880907,F,751,0,7,B,9,653,6465,THROUGH CREEK,NRH,298,184,3,,,2,6,,,,,1,19880909,,73,F860406,
198807,35853,60488,,BEAG,1,2,19880908,M,742,0,7,B,10,444,6377,KEILY CK,NRH,330,186,2,,,2,5,,,,,1,19880912,,56,H883732,
198808,32917,60668,W,BEAG,1,2,19880908,F,624,0,6,-,9,471,6593,FRENCH CREEK,RH,335,170,3,,,,,,,,,,19881020,,71,,
198808,36262,60777,W,BEAG,1,2,19880908,F,754,0,7,B,10,377,6536,FOUR MILE CREEK,NRH,331,188,2,,,2,13,,,,,1,19881014,,55,G874684,
198805,35944,59787,,BEAG,1,2,19880909,M,757,0,7,B,10,453,6319,SIDENOUS CK,NRH,330,180,2,,,2,3,,,,,1,19880930,,56,G873911,
198805,34103,59663,W,BEAG,1,2,19880910,F,628,0,6,-,8,408,6628,KELSALL LK,NRH,,,0,,,2,2,,,,,1,19880916,,46,H883022,
198807,35871,60490,,BEAG,1,2,19880910,F,751,0,7,B,9,637,6535,RABBIT RIVER,RH,297,174,1,,,2,5,,,,,1,19880915,,56,,
198807,36179,60542,,BEAG,1,2,19880910,F,748,0,7,B,10,519,6377,DANIELS CREEK,NRH,304,175,2,,,2,11,,,,,1,19880914,,55,G874693,
