BATCH_NO,CID_NO,MASTER_ID,ERROR_FLAG,SPECIES_CODE,KILL_CODE,LIMITED_ENTRY_FLAG,KILL_DATE,SEX,MU_CODE,SUB_UNIT_CODE,REGION_CODE,SUB_REGION_CODE,ZONE_NO,GRID_EAST,GRID_NORTH,KILL_LOCATION,HUNTER_LICENCE_TYPE,SKULL_LENGTH,SKULL_WIDTH,SKULL_TYPE,HORN_ANNULI_CODE,HORN_ANNULI_AGE,TOOTH_CODE,TOOTH_AGE,WEARSTAIN_CODE,WEARSTAIN_AGE,OTHER_CODE,OTHER_AGE,EXTRACT_FLAG,CHECK_DATE,PARK_KILL_FLAG,CHECK_LOCATION,GUIDE_FORM_NO,PARK_NAME
199701,69283,92623,W,BEAG,1,1,19970604,F,401,0,4,B,11,672,5443,CABIN CREEK,RH,285,152,1,,,2,3,,,,,1,19970606,,32,,
199701,71622,92641,W,BEAG,1,1,19970604,M,415,0,4,A,11,451,5535,SNOW CREEK,RH,,,0,,,2,9,,,,,1,19970606,,28,,
199702,75968,92976,W,BEAG,1,1,19970604,F,719,0,7,B,10,657,6055,WAPITI RIVER,RH,328,190,3,,,2,7,,,,,1,19970609,,54,,
199713,66318,95479,W,BEAG,1,1,19970604,M,438,0,4,A,11,444,5672,TANGIER RIVER,RH,,,1,,,2,3,3,3,,,,19970605,,18,,
199701,65710,92591,W,BEAG,2,2,19970605,M,737,0,7,A,10,433,6233,OSPIKA RIVER,RH,355,230,3,,,2,3,,,,,1,19970617,,57,,
199701,67194,92600,W,BEAG,1,1,19970605,M,618,0,6,-,9,536,6315,BEIRNES CR,RH,318,164,3,,,,,,,,,1,19970623,,52,,
199701,68803,92614,W,BEAG,1,1,19970605,M,437,0,4,B,11,450,5725,BACHELOR CREEK,RH,,,0,,,2,7,,,,,1,19970610,,35,,
199701,72667,92666,W,BEAG,1,1,19970605,M,434,0,4,B,11,493,5663,MCMURDO CR,RH,,,0,,,2,3,,,,,1,19970609,,30,,
199701,67259,92601,W,BEAG,1,2,19970606,M,609,0,6,-,9,603,5984,TABLELAND MOUNTAIN,NRH,376,220,1,,,2,11,,,,,1,19970609,,45,N940879,
199701,73036,92673,W,BEAG,1,1,19970606,M,515,B,5,-,10,648,5838,QUESNEL LAKE,RH,308,190,3,,,2,7,,,,,1,19970609,,40,,
199701,73966,92687,W,BEAG,1,2,19970607,M,627,0,6,-,8,542,6645,TAGISH LAKE,NRH,383,216,2,,,2,13,,,,,1,19970626,,46,P951920,
199701,71927,92642,W,BEAG,1,1,19970607,M,737,0,7,A,10,442,6248,OSPIKA RIVER,RH,405,222,3,,,2,7,,,,,,19970609,,53,,
199701,73037,92674,W,BEAG,1,1,19970607,M,515,C,5,-,10,635,5867,GHOST LAKE,RH,335,178,1,,,2,3,,,,,1,19970611,,40,,
199702,72632,92848,W,BEAG,2,2,19970608,F,436,0,4,B,11,490,5705,DONALD,RH,,,0,,,,,,,,,,19970729,,33,,
199701,71929,92644,W,BEAG,1,1,19970610,M,704,0,7,A,10,679,5880,CASTLE CREEK,RH,367,214,2,,,2,9,,,,,1,19970617,,53,,
199701,73039,92675,W,BEAG,1,1,19970610,M,506,0,5,-,10,360,5745,MINER LAKE,RH,380,195,3,,,2,7,,,,,1,19970613,,40,,
199701,61076,92585,W,BEAG,1,1,19970611,M,609,A,6,-,9,610,6027,LOLJUH CREEK,RH,375,237,3,,,2,24,3,15,,,1,19970612,,47,,
199701,67192,92598,W,BEAG,1,1,19970611,F,630,0,6,-,9,510,6197,BROWN BEAR LK,RH,320,178,3,,,,,,,,,1,19970623,,52,,
199701,71928,92643,W,BEAG,1,2,19970612,M,728,0,7,A,10,336,6150,TSAYTA LAKE,NRH,427,241,3,,,2,27,,,,,1,19970613,,53,Q961802,
199701,75969,92712,W,BEAG,1,1,19970613,M,722,0,7,B,10,582,6129,ROCKY CREEK,RH,334,170,2,,,2,3,,,,,1,19970616,,54,,
199701,73493,92682,W,BEAG,1,2,19970614,M,751,0,7,B,10,342,6509,MOOSE LAKE,RH,315,180,2,,,,,,,,,,19970624,,55,,
199701,69593,92634,W,BEAG,1,1,19970614,F,745,0,7,B,10,555,6354,HOLMAN CR,RH,305,152,1,,,2,2,,,,,1,19970616,,56,,
199701,75970,92713,W,BEAG,1,1,19970615,M,719,0,7,B,10,655,6045,RED DEER,RH,350,220,1,,,2,18,,,,,,19970618,,54,,
199701,67193,92599,W,BEAG,1,1,19970620,M,604,A,6,-,9,589,5934,SANDIFER LK,RH,388,240,3,,,,,,,,,1,19970623,,52,,
199701,71931,92646,,BEAG,1,2,19970621,M,618,0,6,-,9,641,6221,BEAR LAKE,RH,356,215,2,,,2,7,,,,,1,19970626,,53,,
199701,59419,92580,W,BEAG,2,2,19970623,M,615,0,6,-,9,560,6123,KITWANCOOL VILLAGE,RH,163,100,3,,,2,1,,,,,1,19970624,,49,,
199701,59420,92581,W,BEAG,2,2,19970623,M,615,0,6,-,9,560,6123,KITWANCOOL VILLAGE,RH,173,107,3,,,2,5,,,,,1,19970624,,49,,
199701,59421,92582,W,BEAG,2,2,19970623,F,615,0,6,-,9,560,6123,KITWANCOOL VILLAGE,RH,370,210,3,,,2,1,,,,,1,19970624,,49,,
199701,59422,92583,W,BEAG,2,2,19970627,M,630,0,6,-,9,573,6149,MCCULLY CREEK,RH,420,240,3,,,2,4,,,,,1,19970628,,49,,
199701,72670,92668,W,BEAG,2,2,19970630,M,403,0,4,B,11,615,5465,PLUMBOB CREEK,RH,,,0,,,,,,,,,,19000000,,30,,
199702,59356,92734,W,BEAG,2,2,19970705,M,622,0,6,-,9,381,6437,TAHLTAN RIVER,RH,,,0,,,,,,,,,,19970707,,71,,
199701,71932,92647,W,BEAG,2,2,19970708,F,724,0,7,A,10,518,6040,BEAR LAKE,RH,336,175,3,,,2,1,,,,,1,19970708,,53,,
199701,71933,92648,W,BEAG,3,2,19970709,M,709,0,7,-,0,0,0,WILLOW LAKE LOGGING,RH,,,0,,,,,,,O,1,,19970709,,53,,
199702,59423,92735,W,BEAG,2,2,19970715,F,614,0,6,-,9,442,6199,STEWART,RH,380,220,3,,,2,4,,,,,1,19970716,,49,,
199702,73164,92869,W,BEAG,2,2,19970715,M,508,B,5,-,9,656,5804,BELLA COOLA LANDFILL,RH,,,0,,,,,,,,2,,19970716,,42,,
199801,74576,95758,W,BEAG,2,2,19970715,F,507,0,5,-,9,621,5728,RIVERS INLET RESERVE,RH,352,198,3,,,2,5,,,,,,19980616,,7,,
199702,73165,92870,W,BEAG,2,2,19970724,M,509,C,5,-,9,638,5854,DEAN RIVER,RH,,,0,,,,,3,3,,,,19970726,,42,,
199702,59424,92736,W,BEAG,2,2,19970725,U,614,0,6,-,9,442,6202,STEWART TOWNSHIP,RH,,,0,,,,,,,,,,19970728,,49,,
199702,73213,92875,W,BEAG,1,2,19970726,F,722,0,7,B,10,583,6134,SUKUNKA RIVER,RH,340,223,3,,,2,2,3,3,,,1,19970801,,70,,
199702,68853,92802,W,BEAG,2,2,19970811,F,403,0,4,B,11,613,5474,WARDNER,RH,,,0,,,2,10,,,,,1,19970811,,30,,
199702,73166,92871,W,BEAG,2,2,19970814,M,509,C,5,-,9,639,5855,DEAN RIVER,RH,,,0,,,2,10,,,,,1,19970817,,42,,
199709,59441,94802,W,BEAG,2,2,19970820,M,630,0,6,-,9,569,6151,PENTZ LAKE,RH,355,210,3,,,2,4,,,,,1,19971231,,49,,
199702,74059,92888,W,BEAG,1,1,19970901,M,608,0,6,-,9,650,6159,78KM NILKITKWA,RH,,,3,,,2,2,,,,,1,19970902,,45,,
199702,74060,92889,W,BEAG,1,1,19970901,M,616,A,6,-,9,481,6227,HANNA CR,RH,,,0,,,2,1,,,,,1,19970902,,45,,
199801,77519,95805,W,BEAG,1,2,19970901,M,751,0,7,B,10,384,6517,MCDONALD CREEK,RH,,,0,,,,,,,,,,19980602,,55,,
199702,74386,92933,W,BEAG,1,1,19970901,M,616,A,6,-,9,484,6220,HANNA CR,RH,285,166,1,,,2,2,,,,,1,19970908,,0,,
199702,75125,92959,W,BEAG,1,1,19970901,M,719,0,7,B,10,664,6058,LITTLE PRAIRIE CREEK,RH,378,230,3,,,2,11,,,,,1,19970908,,54,,
199702,77367,93024,W,BEAG,1,2,19970901,F,751,0,7,B,10,335,6546,MUNCHO LAKE,NRH,308,175,1,,,2,4,,,,,1,19970905,,55,Q964294,
199702,59437,92738,W,BEAG,2,2,19970905,F,614,0,6,-,9,441,6201,STEWART,RH,,,0,,,,,,,,,,19970909,,49,,
199702,74080,92893,W,BEAG,1,2,19970905,M,739,0,7,A,9,583,6334,STALK LK,NRH,,,0,,,2,2,,,,,1,19970911,,45,N945148,
199702,76325,92993,W,BEAG,1,2,19970905,F,754,0,7,B,10,415,6511,DUNEDIN,NRH,318,191,3,,,2,13,,,,,1,19970915,,56,Q964267,
199702,73167,92872,W,BEAG,2,2,19970906,M,508,A,5,-,9,592,5757,DOC CREEK,RH,,,0,,,,,,,0,2,,19970911,,42,,
199709,72118,94871,W,BEAG,1,1,19970906,M,741,0,7,A,10,360,6364,FINLAY CK TRIBUTARY,RH,286,160,3,,,2,4,,,,,,19970924,,18,,
199702,77412,93040,W,BEAG,1,2,19970906,F,751,0,7,B,10,328,6440,DRIFTPILE CREEK,NRH,298,156,2,,,2,3,,,,,1,19970919,,55,P952833,
199706,74852,94197,W,BEAG,1,2,19970906,M,622,0,6,-,9,414,6555,TUYA LAKE,NRH,345,173,1,,,2,4,,,,,1,19971027,,19,P951756,
199702,19640,92725,W,BEAG,1,2,19970908,F,620,B,6,-,9,430,6341,DURHAM CREEK,NRH,,,2,,,2,4,,,,,1,19970918,,71,,
199702,66363,92768,W,BEAG,1,1,19970908,F,757,0,7,-,10,489,6332,MARION LAKE,RH,331,186,3,,,,,,,,,,19970916,,11,,
199709,72111,94867,W,BEAG,1,1,19970908,F,607,0,6,-,9,641,6162,MT HORETZKY,RH,312,171,1,,,2,2,,,,,,19970918,,18,,
199702,19581,92715,W,BEAG,1,2,19970909,M,620,B,6,-,9,430,6341,DURHAM CREEK,NRH,359,188,2,,,2,8,,,,,1,19970918,,71,,
199702,65473,92759,W,BEAG,1,1,19970910,F,702,0,7,A,11,369,5827,CANOE REACH GLACIER,RH,345,195,1,,,2,10,,,,,1,19970910,,23,,
199702,76055,92977,W,BEAG,1,2,19970910,F,719,0,7,B,10,660,6049,TRIAD MTN,NRH,314,165,1,,,2,7,,,,,,19970930,,54,Q963851,
199705,76426,93807,W,BEAG,1,2,19970911,M,742,0,7,B,10,465,6340,SIKANNI RIVER,NRH,396,235,2,,,2,24,,,,,,19971021,,56,Q963762,
199706,74038,94118,,BEAG,1,2,19970911,M,625,B,6,-,8,606,6601,HIRSCHFIELD CREEK,NRH,238,138,1,,,,,,,,,1,19970922,,46,P951946,
199702,75481,92967,W,BEAG,1,2,19970912,M,706,0,7,A,10,598,5915,18 MILE CREEK,NRH,314,170,2,,,2,3,,,,,1,19970918,,53,P950447,
199706,73996,94111,W,BEAG,1,2,19970912,M,626,0,6,-,8,606,6542,NAKINA RIVER,NRH,341,186,3,,,2,7,,,,,1,19971017,,46,L910385,
199706,73995,94110,W,BEAG,1,2,19970913,M,626,0,6,-,8,605,6535,NAKINA RIVER,NRH,340,184,2,,,2,4,,,,,1,19971007,,46,L910388,
199705,74033,93719,W,BEAG,1,2,19970914,M,627,0,6,-,8,515,6636,MOON LAKE,NRH,349,184,2,,,2,4,,,,,1,19970919,,46,P951930,
199702,76351,93002,W,BEAG,1,2,19970914,M,736,0,7,B,10,472,6260,NEEDHAM CK,NRH,361,205,3,,,2,6,,,,,1,19970925,,56,P952733,
199702,77137,93018,W,BEAG,1,2,19970914,M,705,0,7,A,10,604,5960,HUNGARY PASS,NRH,319,175,2,,,,,,,,,1,19970930,,53,Q961724,
199706,77624,94307,W,BEAG,1,2,19970914,M,507,0,5,-,9,632,5698,NEKITE RIVER,NRH,373,219,2,,,2,11,,,,,1,19971027,,18,Q962311,
199705,74261,93729,W,BEAG,1,2,19970915,F,623,0,6,-,9,475,6480,SERPENTINE LAKE,NRH,,,0,,,2,3,,,,,1,19971015,,45,P951727,
199705,77439,93832,W,BEAG,1,2,19970915,M,751,0,7,B,10,342,6476,TOAD RIVER,NRH,350,205,3,,,2,11,,,,,1,19970926,,55,Q964434,
199702,74111,92903,W,BEAG,1,1,19970916,M,630,0,6,-,9,561,6121,KITWANGA RIVER,RH,,,0,,,2,2,,,,,1,19970917,,45,,
199702,74113,92905,W,BEAG,1,1,19970916,M,630,0,6,-,9,562,6114,KITWANGA RIVER,RH,,,0,,,2,2,,,,,,19970918,,45,,
199705,76053,93780,W,BEAG,2,2,19970916,F,742,0,7,B,10,465,6367,BESA RIVER,RH,,,0,,,,,3,4,,,,19970924,,54,,
199705,76052,93779,W,BEAG,2,2,19970917,F,721,0,7,B,10,620,6090,BARBOUR CREEK,RH,315,165,1,,,,,,,,,,19970918,,54,,
199705,59365,93674,W,BEAG,1,2,19970917,M,624,0,6,-,9,414,6492,SNOW PEAK,NRH,320,200,1,,,2,3,,,,,1,19971007,,71,P951659,
199705,65110,93679,,BEAG,1,1,19970917,F,622,0,6,-,9,403,6539,TUYA LAKE,RH,326,185,1,,,,,,,,,,19971009,,4,,
199705,76692,93817,W,BEAG,1,1,19970917,M,719,0,7,B,10,658,6064,TUMBLER RIDGE,RH,377,240,3,,,2,3,,,,,1,19971009,,40,,
199705,77132,93827,W,BEAG,1,1,19970917,F,724,0,7,A,10,488,6075,N E ANT LAKE,RH,330,184,1,,,2,3,,,,,1,19970929,,53,,
199705,76397,93790,W,BEAG,1,2,19970918,M,737,0,7,A,10,453,6284,LAURA LAKE,NRH,331,168,3,,,2,5,,,,,1,19971007,,56,Q963660,
199706,73994,94109,W,BEAG,1,2,19970918,M,626,0,6,-,8,593,6511,TAKU RIVER,NRH,362,196,2,,,2,5,,,,,1,19971017,,46,L910386,
199706,76441,94239,W,BEAG,1,2,19970918,F,731,0,7,B,10,533,6177,MOBERLY,NRH,328,182,2,,,2,7,,,,,1,19971024,,56,P952971,
199705,68506,93688,W,BEAG,1,2,19970920,M,752,0,7,B,9,564,6514,WINDY POINT,NRH,290,154,1,,,2,3,,,,,1,19971001,,73,Q960044,
199705,74044,93720,W,BEAG,1,2,19970920,M,626,0,6,-,8,642,6559,DRY LAKE,NRH,325,170,1,,,2,3,,,,,1,19970925,,46,Q961053,
199702,74798,92952,W,BEAG,1,1,19970920,F,757,0,7,-,10,501,6325,HALFWAY RIVER,RH,353,192,3,,,2,4,,,,,1,19970929,,19,,
199806,80488,97425,W,BEAG,1,2,19970920,M,752,0,7,B,9,562,6515,WINDY POINT,RH,,,0,,,,,3,99,,,,19981117,,56,,
199705,74490,93760,W,BEAG,1,1,19970921,F,614,0,6,-,9,450,6165,KSHWAN RIVER,RH,340,190,2,,,2,9,,,,,1,19971007,,52,,
199705,76427,93808,W,BEAG,1,2,19970922,M,742,0,7,B,10,443,6342,SIKANNI RIVER,NRH,361,217,2,,,2,29,,,,,,19971021,,56,Q963797,
199705,77458,93839,W,BEAG,1,2,19970922,M,751,0,7,B,10,324,6434,DRIFTPILE CREEK,NRH,330,178,2,,,2,4,,,,,1,19971002,,55,P952839,
199702,76058,92980,W,BEAG,1,2,19970923,M,719,0,7,B,10,686,6038,COMPASS HILL WEST,NRH,340,171,2,,,2,3,,,,,1,19970930,,54,Q963852,
199702,68421,92781,W,BEAG,2,2,19970924,U,420,0,4,B,11,536,5519,GRIZZLY BASIN,RH,,,0,,,,,,,,,,19970926,,30,,
199705,74323,93759,W,BEAG,1,2,19970924,M,626,0,6,-,8,652,6482,TATSAMENIE R,NRH,324,168,2,,,2,3,,,,,1,19971022,,45,K904426,
199706,67705,93935,W,BEAG,1,2,19970924,M,629,0,6,-,8,387,6643,GOLD RUN CREEK,NRH,345,180,1,,,2,5,,,,,1,19971104,,46,L910421,
199710,68538,95051,W,BEAG,1,2,19970924,M,623,0,6,-,9,522,6544,RAPID RIVER,NRH,246,137,2,,,2,1,,,,,1,19971009,,73,P951973,
199713,68639,95489,W,BEAG,1,2,19970924,M,703,0,7,A,11,306,5927,CALCO RIVER,NRH,390,250,1,,,2,16,,,,,,19970927,,65,N941857,
199702,76057,92979,W,BEAG,1,2,19970925,M,719,0,7,B,10,670,6060,LITTLE PRAIRIE CK,NRH,328,156,2,,,2,4,,,,,1,19970930,,54,Q963854,
199710,74164,95106,W,BEAG,1,2,19970925,M,618,0,6,-,9,553,6322,KLUAYAZ LK,NRH,386,232,1,,,2,21,,,,,,19970929,,45,Q961327,
199705,68540,93694,W,BEAG,1,2,19970926,F,752,0,7,B,9,543,6535,TURNIGAN RIVER,NRH,304,171,2,,,2,4,,,,,1,19971009,,73,P951969,
199705,74146,93725,,BEAG,1,1,19970927,M,630,0,6,-,9,542,6245,N OF BELL IRVING R,RH,359,202,3,,,2,5,,,,,,19971003,,45,,
199705,74491,93761,W,BEAG,1,1,19970927,F,630,0,6,-,9,508,6209,KWINAGEESE R,RH,360,195,1,,,,,,,,,,19971007,,52,,
199705,59358,93671,,BEAG,1,2,19970927,M,621,B,6,-,9,384,6367,MESS LAKE,NRH,390,215,2,,,2,6,,,,,1,19971006,,71,P950813,
199705,73222,93714,W,BEAG,1,1,19970927,F,722,0,7,B,10,593,6118,MEIKLE CREEK,RH,304,155,1,,,2,3,3,3,,,1,19970930,,70,,
199705,76396,93789,W,BEAG,1,2,19970927,M,742,0,7,B,10,432,6388,PROPHET RIVER,NRH,310,188,2,,,2,11,,,,,1,19971007,,56,Q963734,
199711,65721,95233,,BEAG,2,2,19970927,F,730,0,7,A,10,524,6137,POWDER KING SKI HILL,RH,400,280,3,,,2,9,,,,,,19970927,,57,,
199711,76588,95281,W,BEAG,2,2,19970927,M,730,0,7,A,10,524,6137,POWDER KING SKI HILL,RH,,,0,,,,,3,2,,,,19970927,,57,,
199711,76589,95282,W,BEAG,2,2,19970927,M,730,0,7,A,10,524,6137,POWDER KING SKI HILL,RH,,,0,,,,,3,2,,,,19970927,,57,,
199705,19634,93666,W,BEAG,1,2,19970928,F,752,0,7,B,9,477,6468,CARIBOU CREEK,RH,290,220,3,,,2,4,,,,,1,19971001,,71,,
199706,67704,93934,W,BEAG,1,2,19970929,F,629,0,6,-,8,376,6624,SHINI CREEK,NRH,356,183,1,,,2,6,,,,,1,19971104,,46,L910423,
199713,77513,95568,W,BEAG,2,2,19970929,M,742,0,7,B,10,498,6412,MINNAKER/PROPHET RIV,RH,350,200,2,,,2,27,,,,,,19980403,,55,,
199705,76430,93809,W,BEAG,1,2,19970930,M,749,0,7,B,10,484,6433,MUSKWA RIVER,NRH,392,234,2,,,2,8,,,,,1,19971023,,56,Q963587,
199713,72141,95520,W,BEAG,1,2,19971002,M,509,0,5,-,9,565,5863,BEAR RIVER,NRH,375,190,2,,,2,5,,,,,,19980212,,18,P950794,
199705,74147,93726,W,BEAG,1,1,19971003,F,609,A,6,-,9,625,6003,MORICE RIVER,RH,,,0,,,,,,,,,,19971010,,45,,
199705,74254,93727,,BEAG,1,2,19971003,M,620,C,6,-,9,584,6394,CHUCHINA RIVER,NRH,301,222,1,,,2,10,,,,,1,19971007,,45,Q964600,
199705,71643,93707,W,BEAG,3,2,19971003,F,823,0,8,-,11,403,5577,OUTLET CREEK,RH,,,0,,,,,,,0,1,,19971007,,28,,
199705,77477,93850,W,BEAG,1,2,19971003,M,754,0,7,B,10,407,6513,DUNEDIN RIVER,NRH,340,190,2,,,2,3,,,,,1,19971006,,55,N946616,
199705,74260,93728,W,BEAG,1,2,19971004,M,619,0,6,-,9,456,6457,TANZILLA R,NRH,,,0,,,2,2,,,,,1,19971015,,45,P951721,
199705,75522,93776,,BEAG,2,2,19971004,M,809,0,8,-,11,318,5468,ALLENDALE RD,RH,375,210,2,,,2,5,,,0,,1,19971006,,25,,
199705,59359,93672,,BEAG,1,2,19971004,M,621,B,6,-,9,386,6369,MESS LAKE,NRH,340,208,2,,,2,3,,,,,1,19971006,,71,P950814,
199705,59371,93676,W,BEAG,1,2,19971004,F,626,0,6,-,9,347,6474,LEVEL MT,NRH,370,230,1,,,2,6,,,,,1,19971010,,71,Q961453,
199705,61092,93677,W,BEAG,2,2,19971004,M,602,B,6,-,9,651,5924,ST THOMAS LAKE,RH,434,290,3,,,2,19,,,,,,19971014,,47,,
199705,77114,93824,W,BEAG,1,2,19971004,F,737,0,7,A,10,422,6265,COLLINS CREEK,NRH,296,171,2,,,2,5,,,,,1,19971020,,53,,
199706,73993,94108,W,BEAG,1,2,19971005,F,626,0,6,-,8,630,6480,TUNJONY LAKE,NRH,333,181,2,,,2,5,,,,,1,19971017,,46,L910395,
199705,74941,93774,W,BEAG,2,2,19971006,M,430,0,4,A,11,502,5565,MEADOW CR,RH,,,0,,,,,,,,,,19971010,,29,,
199705,75073,93775,W,BEAG,1,2,19971006,M,115,0,1,-,10,308,5668,SIMS RIVER,NRH,380,225,1,,,2,13,,,,,1,19971009,,2,Q960188,
199705,59368,93675,,BEAG,1,2,19971006,M,622,0,6,-,9,352,6454,HACKETT LAKE,NRH,453,280,1,,,2,21,,,,,1,19971008,,71,P951793,
199705,74268,93736,,BEAG,1,2,19971007,M,621,B,6,-,9,376,6286,ISKUT R,NRH,380,196,3,,,2,4,,,,,1,19971016,,45,P951696,
199705,76411,93799,W,BEAG,1,1,19971007,M,750,0,7,B,10,450,6438,ON N SIDE OF GATHTO,RH,350,200,1,,,2,10,,,,,1,19971015,,56,,
199705,77110,93823,,BEAG,1,1,19971007,F,629,0,6,-,8,393,6635,PARTRON RIVER,RH,319,175,1,,,2,4,,,0,,1,19971014,,53,,
199706,75076,94208,W,BEAG,1,1,19971009,M,114,0,1,-,9,699,5639,BOND SOUND,RH,395,250,3,,,2,8,,,,,1,19971023,,2,,
199706,77123,94280,W,BEAG,1,2,19971009,M,726,0,7,A,10,342,6071,FLEMING CREEK,NRH,375,232,2,,,2,23,,,,,1,19971112,,53,P950137,
199706,77503,94304,W,BEAG,1,2,19971009,M,754,0,7,B,10,340,6570,OLD WOMAN LAKE,NRH,310,175,1,,,2,4,,,,,1,19971017,,55,Q964437,
199705,71338,93703,W,BEAG,1,1,19971010,F,114,A,1,-,9,663,5677,SEYMOUR RIVER,RH,348,194,1,,,,,,,,,1,19971014,,7,,
199706,77505,94305,W,BEAG,1,2,19971010,M,754,0,7,B,10,425,6504,TETSA R,RH,290,148,2,,,2,3,,,,,1,19971027,,55,,
199706,67970,93960,W,BEAG,2,2,19971011,M,405,0,4,B,11,569,5457,IRISHMAN CREEK,RH,,,0,,,,,,,,,,19971014,,30,,
199705,74269,93737,W,BEAG,2,2,19971012,F,614,0,6,-,9,440,6200,STEWART,RH,,,0,,,2,2,,,0,4,1,19971016,,45,,
199705,76431,93810,W,BEAG,1,2,19971012,M,737,0,7,A,10,406,6284,SHOVEL CR,NRH,336,191,2,,,2,6,,,,,1,19971023,,56,Q964860,
199706,74317,94155,W,BEAG,1,2,19971012,M,620,A,6,-,0,0,0,,NRH,313,166,2,,,2,2,,,,,,19971022,,45,Q961335,
199706,77622,94306,W,BEAG,1,1,19971012,F,602,0,6,-,10,303,5943,WINDFALL HILLS,RH,352,190,3,,,,,,,,,1,19971024,,18,,
199706,74943,94201,W,BEAG,2,2,19971015,M,419,0,4,A,11,505,5559,COOPER CRK,RH,,,1,,,,,,,0,3,,19971029,,29,,
199711,65718,95230,,BEAG,1,1,19971015,M,722,0,7,B,10,565,6156,HASLER CRK,RH,390,200,1,,,2,3,,,,,,19971022,,57,,
199705,69313,93701,W,BEAG,2,2,19971016,M,423,0,4,B,0,0,0,CORBIN-MICHEL CR,RH,,,0,,,,,3,15,,,1,19971017,,32,,
199706,74230,94132,W,BEAG,2,2,19971016,F,603,0,6,-,9,570,5935,KEMANO,RH,,,0,,,,,,,0,3,,19971104,,52,,
199706,74231,94133,W,BEAG,2,2,19971017,F,603,0,6,-,9,570,5935,KEMANO,RH,,,0,,,,,,,,,,19971104,,52,,
199706,65488,93914,W,BEAG,1,1,19971018,F,616,B,6,-,9,464,6259,BOWSER LAKE,RH,290,171,1,,,,,,,,,1,19971028,,23,,
199706,67977,93965,W,BEAG,2,2,19971018,M,420,0,4,B,11,528,5501,BARIBEAU CK,RH,,,0,,,,,,,,,,19971020,,30,,
199705,74306,93751,,BEAG,1,2,19971019,M,621,B,6,-,9,378,6284,ISKUT R,NRH,381,242,3,,,2,16,,,,,1,19971021,,45,Q960226,
199706,69315,94056,W,BEAG,2,2,19971019,F,423,0,4,B,11,649,5522,HIGHWAY 43,RH,,,0,,,2,4,3,99,,,,19971020,,32,,
199706,75078,94209,W,BEAG,1,2,19971020,M,115,0,1,-,10,321,5673,DEVEREUX CREEK,NRH,367,189,1,,,2,5,,,,,1,19971027,,2,,
199706,76445,94243,W,BEAG,1,1,19971020,M,743,0,7,B,10,523,6286,ANDERSON RANCH/CHOWA,RH,352,186,3,,,2,4,,,,,1,19971104,,56,,
199706,69316,94057,W,BEAG,2,2,19971022,M,423,0,4,B,11,637,5484,FERNIE,RH,,,0,,,,,3,17,,,,19971022,,32,,
199706,74229,94131,W,BEAG,1,2,19971022,M,615,0,6,-,9,505,6066,NELSON RIVER,RH,415,280,3,,,2,4,,,,,,19971025,,52,,
199706,74287,94145,W,BEAG,1,1,19971022,F,609,A,6,-,9,609,6007,MORICE RIVER,RH,,,0,,,2,11,,,,,1,19971029,,45,,
199711,65719,95231,W,BEAG,1,1,19971022,M,722,0,7,B,10,565,6156,HASLER CRK,RH,400,175,1,,,2,4,,,,,,19971030,,57,,
199706,77121,94279,W,BEAG,1,1,19971024,F,751,B,7,B,10,366,6522,YASH CREEK,RH,371,204,3,,,,,,,,,,19971029,,53,,
199709,74285,94910,W,BEAG,2,2,19971030,M,624,0,6,-,0,0,0,MEETING LK,RH,,,0,,,2,7,,,,,1,19971030,,45,,
199706,72832,94084,W,BEAG,4,2,19971030,M,403,0,4,B,11,610,5450,MAYOOK,RH,,,0,,,2,2,,,,,1,19971030,,30,,
199711,65722,95234,W,BEAG,2,2,19971102,M,730,0,7,A,10,495,6130,MACKENZIE,RH,440,250,1,,,2,17,,,,,,19000000,,57,,
199706,75057,94205,W,BEAG,1,1,19971103,F,114,A,1,-,9,677,5665,WAKEMAN RIVER,RH,389,185,3,,,2,5,,,,,1,19971104,,2,,
199709,75555,94949,W,BEAG,2,2,19971212,M,815,0,8,-,11,411,5433,CHRISTINA LAKE,RH,,,0,,,,,,,,,1,,,34,,
199802,78553,95855,W,BEAG,1,1,19980409,M,315,0,3,-,10,585,5555,KOWIEK CREEK,RH,410,240,3,,,,,,,,,,19980512,,11,,
199801,67604,95708,,BEAG,2,2,19980418,U,620,B,6,-,9,445,6411,ISKUT VILLAGE,RH,368,198,1,,,2,9,,,,,,19980504,,71,,
199801,78677,95811,,BEAG,1,1,19980425,M,439,0,4,A,11,391,5769,MICA LAKE,RH,431,260,3,,,2,11,,,,,,19980427,,28,,
199801,74885,95759,W,BEAG,1,2,19980426,M,438,0,4,A,11,405,5744,BIGMOUTH CK,NRH,337,196,2,,,2,11,3,99,,,,19980504,,19,960608,
199801,72456,95719,W,BEAG,1,1,19980427,M,621,B,6,-,9,421,6319,BOB QUIN LK,RH,413,245,1,,,2,16,,,,,,19980504,,30,,
199801,76451,95774,W,BEAG,1,1,19980428,M,735,0,7,B,10,556,6213,SOUTH END OF BUTLER,RH,410,254,3,,,2,15,,,,,,19980429,,56,,
199801,77161,95796,W,BEAG,1,1,19980428,F,724,0,7,A,10,500,6044,MERTON LAKE,RH,272,157,3,,,2,3,,,,,,19980511,,53,,
