model,logL,K,AIC,dAIC,weight,CumWt
5,13225.046620148492,37,26524.093240296985,0,0.4122483707366036,0.4122483707366036
3,13225.308471385504,37,26524.61694277101,0.5237024740235938,0.31727686133072125,0.7295252320673249
7,13225.862025814755,37,26525.72405162951,1.6308113325248996,0.18240333164021577,0.9119285637075406
6,13226.713891430623,37,26527.427782861247,3.3345425642619375,0.07781659619805902,0.9897451599055996
8,13229.682266717604,37,26533.364533435208,9.271293138222973,0.0039987405146329515,0.9937439004202325
2,13229.770046375814,37,26533.540092751628,9.446852454642794,0.003662697075793224,0.9974065974960258
4,13230.257318556183,37,26534.514637112366,10.42139681538174,0.002249994117157751,0.9996565916131835
1,13232.288451381773,37,26538.576902763547,14.483662466562237,2.951695848326065e-4,0.9999517611980162
9,13234.099837719168,37,26542.199675438336,18.10643514135154,4.823880198386685e-5,1
