model,logL,K,AIC,dAIC,weight,CumWt
2,13202.739851303271,38,26481.479702606543,0,0.7217891151409829,0.7217891151409829
4,13202.69320492101,39,26483.38640984202,1.90670723547737,0.27821088192447635,0.9999999970654592
3,13222.493258262042,38,26520.986516524084,39.506813917541876,1.903770914525311e-9,0.9999999989692301
1,13224.106788835485,37,26522.21357767097,40.733875064426684,1.0307699401358269e-9,1
