Sample ID,HTorRT,Area,GBPU,Name/WGI_ID,Name/Apps/WGI,NEWIDS,HT_ID,pooled RTs,Site Name,Northing,Easting,Latitude,Long ,YR,MO,DY,Session,Cell,HTs,RTs,ID,HIT,Individual,Sex
HT Cadw 3-20812-3,HT,Cadwallider,SC,Phelix,Phelix F134,Phelix,103,,HT Cadwalider 2010,5618063,524372,50.7139,-122.6548,2012,8,2,3,,7,13,F134,1,64021-e1,F
HT Cadw 3-220912-3,HT,Cadwallider,SC,61033-b1,F113,F113,103,,HT Cadwalider 2010,5618063,524372,50.7139,-122.6548,2012,9,22,4,,7,13,F113,1,61033-b1,F
HT Cadw 3-220912-1,HT,Cadwallider,SC,Ht Mcgill N-260811-1a, M383,M383,103,,HT Cadwalider 2010,5618063,524372,50.7139,-122.6548,2012,9,22,4,,7,13,M383,1,Ht Mcgill N-260811-1a,M
,HT,Cadwallider,,,,NONE,,,HT Cadwalider 2010,5618063,524372,50.713865,-122.654782,2010,7,1,1,,,,,,,
,HT,Cadwallider,,,,NONE,,,HT Cadwalider 2010,5618063,524372,50.713865,-122.654782,2010,7,20,2,,,,,,,
,HT,Cadwallider,,,,NONE,,,HT Cadwalider 2010,5618063,524372,50.713865,-122.654782,2013,7,1,1,,,,,,,
,HT,Cadwallider,,,,NONE,,,HT Cadwalider 2010,5618063,524372,50.713865,-122.654782,2013,7,16,2,,,,,,,
,HT,Cadwallider,,,,NONE,,,HT Cadwalider 2010,5618063,524372,50.713865,-122.654782,2013,7,31,3,,,,,,,
,HT,Cadwallider,,,,NONE,,,HT Cadwalider 2010,5618063,524372,50.713865,-122.654782,2014,7,10,1,,,,,,,
,HT,Cadwallider,,,,NONE,,,HT Cadwalider 2010,5618063,524372,50.713865,-122.654782,2014,8,9,2,,,,,,,
,HT,Cadwallider,,,,NONE,,,HT Cadwalider 2010,5618063,524372,50.713865,-122.654782,2014,9,21,3,,,,,,,
Ht Up Cadwal-160711-2,HT,Cadwallider,SC,64014-a1,F132,F132,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,7,16,1,,9,16,F132,1,64014-a1,F
Ht Up Cadwal-030811-1a,HT,Cadwallider,SC,Peanut,Peanut M324,Peanut,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,8,3,2,,9,16,M324,1,DNA19-1D,M
Ht Up Cadwal-030811-2,HT,Cadwallider,SC,Peanut,Peanut M324,Peanut,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,8,3,2,,9,16,M324,2,DNA19-1D,M
Ht Up Cadwal280911-11b,HT,Cadwallider,SC,62013-d1,F117,F117,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F117,1,62013-d1,F
Ht Up Cadwal280911-2,HT,Cadwallider,SC,62013-d1,F117,F117,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F117,2,62013-d1,F
Ht Up Cadwal280911-5,HT,Cadwallider,SC,62013-d1,F117,F117,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F117,3,62013-d1,F
Ht Up Cadwal280911-6,HT,Cadwallider,SC,62013-d1,F117,F117,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F117,4,62013-d1,F
Ht Up Cadwal280911-9a,HT,Cadwallider,SC,Ht Up Cadwal280911-9a, F385,F385,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F385,1,Ht Up Cadwal280911-9a,F
Ht Up Cadwal280911-1b,HT,Cadwallider,SC,Ht Mcgill N-260811-1f, F389,F389,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F389,1,Ht Mcgill N-260811-1f,F
Ht Up Cadwal280911-7a,HT,Cadwallider,SC,Ht Mcgill N-260811-1f, F389,F389,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F389,2,Ht Mcgill N-260811-1f,F
Ht Up Cadwal161011-1,HT,Cadwallider,SC,Hazel,Hailey F386,Hazel of Hawthorne,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,10,16,4,,3,7,F386,1,Ht Up Cadwal161011-1,F
Ht Up Cadwal161011-2,HT,Cadwallider,SC,Phelix,Phelix F134,Phelix,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,10,16,4,,3,7,F134,1,64021-e1,F
HT UP Cdw-010713-2,HT,Cadwallider,SC,Flip,Flip M379,Flip,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,1,1,,12,15,M379,1,HT McGill S-250711-5,M
HT UP Cdw-160713-1,HT,Cadwallider,SC,73063-a1,M221,M221,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,M221,1,73063-a1,M
HT UP Cdw-160713-2,HT,Cadwallider,SC,73063-a1,M221,M221,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,M221,2,73063-a1,M
HT Cdw3-160713-2A,HT,Cadwallider,SC,Ht Mcgill N-260811-1a, M383,M383,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,M383,1,Ht Mcgill N-260811-1a,M
HT Cdw3-160713-1,HT,Cadwallider,SC,Ht Mcgill N131011-3, M387,M387,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,M387,1,Ht Mcgill N131011-3,M
HT UP Cdw-160713-3,HT,Cadwallider,SC,HT UP Cdw-160713-4,HT UP Cdw-160713-4,NewM03,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,,1,HT UP Cdw-160713-4,M
HT UP Cdw-160713-4,HT,Cadwallider,SC,HT UP Cdw-160713-4,HT UP Cdw-160713-4,NewM03,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,,2,HT UP Cdw-160713-4,M
HT CdW3-310713-2A,HT,Cadwallider,SC,Phelix,Phelix F134,Phelix,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,31,3,,7,14,F134,1,64021-e1,F
HT CdW3-310713-2B,HT,Cadwallider,SC,Phelix,Phelix F134,Phelix,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,31,3,,7,14,F134,2,64021-e1,F
HT CdW3-310713-P,HT,Cadwallider,SC,Phelix,Phelix F134,Phelix,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,31,3,,7,14,F134,3,64021-e1,F
HT Cad 3-230614-1,HT,Cadwallider,SC,Hazel,Hailey F386,Hazel of Hawthorne,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,6,23,1,,20,22,F386,1,Ht Up Cadwal161011-1,F
HT CadW 3-100714-2,HT,Cadwallider,SC,Carl,Carl ,Carl ,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,7,10,2,,20,22,,1,C-2013-Carl,M
HT CadW 3-100714-3,HT,Cadwallider,SC,Carl,Carl ,Carl ,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,7,10,2,,20,22,,2,C-2013-Carl,M
HT CadW 3-100714-1,HT,Cadwallider,SC,Hazel,Hailey F386,Hazel of Hawthorne,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,7,10,2,,20,22,F386,1,Ht Up Cadwal161011-1,F
HT U Cadwal-20140921-2,HT,Cadwallider,SC,Carl,Carl ,Carl ,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,,1,C-2013-Carl,M
HT U Cadwal-20140921-1A,HT,Cadwallider,SC,Gillis,Gillis F141,Gillis,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,F141,1,6SNSA-GF6,F
HT U Cadwal-20140921-4,HT,Cadwallider,SC,Gillis,Gillis F141,Gillis,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,F141,2,6SNSA-GF6,F
HT U Cadwal-20140921-3,HT,Cadwallider,SC,HT McGill P-14-1,Homer girl HT McGill P-14-1,Homer_girl,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,,1,HT McGill P-14-1,F
HT U Cadwal-20140921-pile,HT,Cadwallider,SC,HT McGill P-14-1,Homer girl HT McGill P-14-1,Homer_girl,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,,2,HT McGill P-14-1,F
,HT,Cadwallider,,,,NONE,,,Ht Up Cadwal,5614085,525428,50.67804454,-122.6401053,2012,6,17,1,,,,,,,
,HT,Cadwallider,,,,NONE,,,Ht Up Cadwal,5614085,525428,50.67804454,-122.6401053,2012,7,13,2,,,,,,,
,HT,Cadwallider,,,,NONE,,,Ht Up Cadwal,5614085,525428,50.67804454,-122.6401053,2012,8,2,3,,,,,,,
,HT,Cadwallider,,,,NONE,,,Ht Up Cadwal,5614085,525428,50.67804454,-122.6401053,2012,9,22,4,,,,,,,
,HT,Cadwallider,,,,NONE,,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,8,9,3,,,,,,,
Rt Cad PK-260811-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1049,RT Cad Rd,RT Cad Parking Lot,5618332,524201,50.7163,-122.6572,2011,8,26,3,,9,17,M105,1,61021-b1,M
,RT,Cadwallider,,,,NONE,,RT Cad Rd,RT Cad Parking Lot,5618332,524201,50.7163,-122.6572,2011,9,28,4,,,,,,,
Rt Cad Rd 15k-260811-1,RT,Cadwallider,SC,Homer,Homer M122,Homer,1055,RT Cad Rd,Rt Cad Rd 15k,5621042,520856,50.7407895,-122.7044209,2011,8,26,3,,9,17,M122,1,62024-a2,M
RT Cad Rd 15k-170612-3,RT,Cadwallider,SC,73063-a1,M221,M221,1055,RT Cad Rd,Rt Cad Rd 15k,5621042,520856,50.7408,-122.7044,2012,6,17,2,,13,14,M221,1,73063-a1,M
Rt Cad Rd 18k-160711-1,RT,Cadwallider,SC,61021-a1,M104,M104,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2011,7,16,1,,9,16,M104,1,61021-a1,M
Rt Cad Rd 18k-030811-2,RT,Cadwallider,SC,64014-a1,F132,F132,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2011,8,3,2,,9,17,F132,1,64014-a1,F
RT 18 km Cad-280512-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2012,5,28,1,,13,14,M105,1,61021-b1,M
RT 18 km Cad-280512-3,RT,Cadwallider,SC,61021-a1,M104,M104,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2012,5,28,1,,13,14,M104,1,61021-a1,M
RT Cad Rd 18k-140712-2,RT,Cadwallider,SC,Huck,Huck M105,Huck,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2012,7,14,3,,7,13,M105,1,61021-b1,M
RT Cd Rd18K-010713-1,RT,Cadwallider,SC,73063-a1,M221,M221,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2013,7,1,2,,12,15,M221,1,73063-a1,M
RT Cd RD18K-310713-T 2,RT,Cadwallider,SC,Ht Mcgill N-260811-1f, F389,F389,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2013,7,31,4,,6,11,F389,1,Ht Mcgill N-260811-1f,F
RT Cd RD18K-310713-T 1,RT,Cadwallider,SC,Ht Mcgill N131011-3, M387,M387,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2013,7,31,4,,6,11,M387,1,Ht Mcgill N131011-3,M
RT Cad 18 km-230614-1,RT,Cadwallider,SC,73063-a1,M221,M221,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2014,6,23,1,,20,22,M221,1,73063-a1,M
RT Cad 18 km-230614-2,RT,Cadwallider,SC,RT Cad 18 km-230614-2,RT Cad 18 km-230614-2,NewM04,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2014,6,23,1,,20,22,,1,RT Cad 18 km-230614-2,M
RT Cad Rd 18 km-100714-1,RT,Cadwallider,SC,73063-a1,M221,M221,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2014,7,10,2,,20,21,M221,1,73063-a1,M
RT U Cad Rd 18k-90814-1,RT,Cadwallider,SC,Flip,Flip M379,Flip,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2014,8,9,3,,11,18,M379,1,HT McGill S-250711-5,M
RT U Cad Rd 18k-90814-2,RT,Cadwallider,SC,Flip,Flip M379,Flip,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2014,8,9,3,,11,18,M379,2,HT McGill S-250711-5,M
RT U Cad Rd 18k-20140921-1,RT,Cadwallider,SC,Ht Mcgill N-260811-1f, F389,F389,1051,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2014,9,21,4,,11,18,F389,1,Ht Mcgill N-260811-1f,F
,RT,Cadwallider,,,,NONE,,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2012,8,2,4,22,,,,,,
,RT,Cadwallider,,,,NONE,,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2012,9,22,5,,,,,,,
,RT,Cadwallider,,,,NONE,,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2013,6,9,1,,,,,,,
,RT,Cadwallider,,,,NONE,,RT Cad Rd,RT Cad Rd 18K,5619270,523382,50.7248,-122.6687,2013,7,16,3,,,,,,,
RT Cd Rd19K-010713-1,RT,Cadwallider,SC,73063-a1,M221,M221,1050,RT Cad Rd,RT Cad Rd 19K,5618842,523928,50.7209,-122.6610,2013,7,1,2,,12,15,M221,2,73063-a1,M
RT Cad 19 km-230614-1,RT,Cadwallider,SC,73063-a1,M221,M221,1050,RT Cad Rd,RT Cad Rd 19K,5618842,523928,50.7209,-122.6610,2014,6,23,1,,20,22,M221,2,73063-a1,M
RT Cad Rd 19 km-100714-1,RT,Cadwallider,SC,73063-a1,M221,M221,1050,RT Cad Rd,RT Cad Rd 19K,5618842,523928,50.7209,-122.6610,2014,7,10,2,,20,21,M221,2,73063-a1,M
Rt Cad Rd Brdg-160711-1,RT,Cadwallider,SC,61021-a1,M104,M104,1056,RT Cad Rd,Rt Cad Rd Brdg,5621321,520320,50.7433,-122.7120,2011,7,16,1,,9,16,M104,2,61021-a1,M
RT L Cd Rd-310713-,RT,Cadwallider,SC,Ht Mcgill N131011-3, M387,M387,1057,RT L Cad Rd,RT L Cad Rd,5622181,517812,50.7511,-122.7475,2013,7,31,4,,6,11,M387,1,Ht Mcgill N131011-3,M
RT L Cad Rd-230614-1,RT,Cadwallider,SC,73063-a1,M221,M221,1057,RT L Cad Rd,RT L Cad Rd,5622181,517812,50.7511,-122.7475,2014,6,23,1,,20,22,M221,1,73063-a1,M
RT L Cad Rd-230614-2,RT,Cadwallider,SC,73063-a1,M221,M221,1057,RT L Cad Rd,RT L Cad Rd,5622181,517812,50.7511,-122.7475,2014,6,23,1,,20,22,M221,2,73063-a1,M
,RT,Cadwallider,,,,NONE,,RT L Cad Rd,RT L Cad Rd,5622181,517812,50.7511,-122.7475,2013,6,9,1,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L Cad Rd,RT L Cad Rd,5622181,517812,50.7511,-122.7475,2013,7,1,2,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L Cad Rd,RT L Cad Rd,5622181,517812,50.7511,-122.7475,2013,7,16,3,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L Cad Rd,RT L Cad Rd,5622181,517812,50.7511,-122.7475,2014,7,10,2,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L Cad Rd,RT L Cad Rd,5622181,517812,50.7511,-122.7475,2014,8,9,3,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L Cad Rd,RT L Cad Rd,5622181,517812,50.7511,-122.7475,2014,9,21,4,,,,,,,
RUB-4,RT,Cadwallider,SC,Rock ,Rock  M128,Rock ,1047,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2010,7,1,1,,9,2,M128,1,63025-c1,M
RUB-19,RT,Cadwallider,SC,Huck,Huck M105,Huck,1047,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2010,7,20,2,,9,2,M105,1,61021-b1,M
RUB-22,RT,Cadwallider,SC,Huck,Huck M105,Huck,1047,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2010,7,20,2,,9,2,M105,2,61021-b1,M
RUB-27,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2010,8,11,3,,9,2,M105,1,61021-b1,M
RUB-29,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2010,8,11,3,,9,2,M105,2,61021-b1,M
RUB-30,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2010,8,11,3,,9,2,M105,3,61021-b1,M
RUB-31,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2010,8,11,3,,9,2,M105,4,61021-b1,M
RUB-32,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2010,8,11,3,,9,2,M105,5,61021-b1,M
RT L McGill Tr-180611-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2011,6,18,1,,9,16,M105,1,61021-b1,M
RT L McGill Tr-180611-4,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2011,6,18,1,,9,16,M105,2,61021-b1,M
RT L McGill Tr-180611-5,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2011,6,18,1,,9,16,M105,3,61021-b1,M
Rt McGill N 6-160711-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1046,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2011,7,16,2,,9,16,M105,1,61021-b1,M
RT L McGill Tr-160711-2,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2011,7,16,2,,9,16,M105,1,61021-b1,M
RT McGillvary big trees-280512-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,5,28,1,,13,14,M105,1,61021-b1,M
RT McGillvary big trees-280512-2,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,5,28,1,,13,14,M105,2,61021-b1,M
RT McGillvary big trees-280512-3,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,5,28,1,,13,14,M105,3,61021-b1,M
RT McGillvary big trees-280512-4,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,5,28,1,,13,14,M105,4,61021-b1,M
RT L McGillvary Trail-170612-3,RT,Cadwallider,SC,61021-a1,M104,M104,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,6,17,2,,13,14,M104,1,61021-a1,M
Rt Cad T-140712-1B,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,7,14,3,,7,13,M221,1,73063-a1,M
Rt Cad T-140712-2,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,7,14,3,,7,13,M221,2,73063-a1,M
Rt Cad T-140712-3,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,7,14,3,,7,13,M221,3,73063-a1,M
Rt Cad T-140712-5,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,7,14,3,,7,13,M221,4,73063-a1,M
RT Cd Tr-090613-1,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2013,6,9,1,,12,15,M221,1,73063-a1,M
RT Cd Tr-090613-3,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2013,6,9,1,,12,15,M221,2,73063-a1,M
RT Cd TR-160713-1A,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2013,7,16,3,,7,14,M105,1,61021-b1,M
RT Cd TR Tr2-160713-,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2013,7,16,3,,7,14,M221,1,73063-a1,M
RT Mc NT -160713-,RT,Cadwallider,SC,Ht Mcgill N131011-3, M387,M387,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2013,7,16,3,,7,14,M387,1,Ht Mcgill N131011-3,M
RT Mc N T -310713-,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2013,7,31,4,,6,11,M221,1,73063-a1,M
RT Cd TR-310713-T 1,RT,Cadwallider,SC,Ht Mcgill N131011-3, M387,M387,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2013,7,31,4,,6,11,M387,1,Ht Mcgill N131011-3,M
RT Cad Tr-230614-1,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2014,6,23,1,,20,22,M221,1,73063-a1,M
RT McGill N T-230614-1,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2014,6,23,1,,20,22,M221,4,73063-a1,M
RT Cad TR-100714-1,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2014,7,10,2,,20,21,M221,1,73063-a1,M
RT McGill N T-100714-1,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2014,7,10,2,,20,21,M221,2,73063-a1,M
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2011,8,4,3,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2011,8,26,4,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2011,9,28,5,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,6,17,2,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,7,14,3,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,8,2,4,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,8,2,4,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2012,9,22,5,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2013,7,1,2,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2014,8,9,3,,,,,,,
,RT,Cadwallider,,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,5617997,524469,50.71326552,-122.6534191,2014,9,21,4,,,,,,,
RUB-24,RT,Cadwallider,SC,64019-c1,M133,M133,1040,RT McGill North,RT McGill N 1,5616966,525025,50.7040,-122.6456,2010,8,11,2,,9,2,M133,1,64019-c1,M
RUB-25,RT,Cadwallider,SC,64019-c1,M133,M133,1040,RT McGill North,RT McGill N 1,5616966,525025,50.7040,-122.6456,2010,8,11,2,,9,2,M133,2,64019-c1,M
Rt McGill N 1b-160711-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1040,RT McGill North,RT McGill N 1,5616971,525040,50.7040146,-122.6454012,2011,7,16,2,,9,16,M105,1,61021-b1,M
Rt McGill N 1-140712-1,RT,Cadwallider,SC,73063-a1,M221,M221,1040,RT McGill North,RT McGill N 1,5616971,525040,50.7040146,-122.6454012,2012,7,14,2,,7,13,M221,5,73063-a1,M
RT McGill N 1-230614-1,RT,Cadwallider,SC,73063-a1,M221,M221,1040,RT McGill North,RT McGill N 1,5616971,525040,50.7040146,-122.6454012,2014,6,23,1,,20,22,M221,2,73063-a1,M
RT McGill N 1-90814-1,RT,Cadwallider,SC,Flip,Flip M379,Flip,1040,RT McGill North,RT McGill N 1,5616971,525040,50.7040146,-122.6454012,2014,8,9,3,,11,18,M379,1,HT McGill S-250711-5,M
Rt McGill N 2-040811-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1040,RT McGill North,RT McGill N 2010_2,5617635,524691,50.7100000,-122.6503000,2011,8,4,4,,9,17,M105,1,61021-b1,M
RUB-23,RT,Cadwallider,SC,64019-c1,M133,M133,1038,RT McGill North,RT McGill N 2010_3,5616650,525350,50.7011,-122.6410,2010,8,11,2,,9,2,M133,1,64019-c1,M
