Sample ID,HTorRT,Area,GBPU,Name/WGI_ID,Name/Apps/WGI,NEWIDS,HT_ID,pooled RTs,Site Name,Northing,Easting,Latitude,Long ,YR,MO,DY,Session,Cell,HTs,RTs,ID,HIT,Individual,Sex
Rt McGill N 3-040811-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1040,RT McGill North,RT McGill N 2010_3,5616650,525350,50.7011145,-122.6410333,2011,8,4,4,,9,17,M105,2,61021-b1,M
Rt McGill N 3-040811-2,RT,Cadwallider,SC,Huck,Huck M105,Huck,1040,RT McGill North,RT McGill N 2010_3,5616650,525350,50.7011145,-122.6410333,2011,8,4,4,,9,17,M105,3,61021-b1,M
Rt McGill N 3-040811-3,RT,Cadwallider,SC,Huck,Huck M105,Huck,1040,RT McGill North,RT McGill N 2010_3,5616650,525350,50.7011145,-122.6410333,2011,8,4,4,,9,17,M105,4,61021-b1,M
RUB-8,RT,Cadwallider,SC,Huck,Huck M105,Huck,1039,RT McGill North,RT McGill N 2010_4,5616676,532414,50.7010,-122.5410,2010,7,1,1,,9,2,M105,1,61021-b1,M
Rt McGill N 4b-160711-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1037,RT McGill North,RT McGill N 4,5616460,525630,50.6993936,-122.6370817,2011,7,16,2,,9,16,M105,1,61021-b1,M
Rt McGill N 4-040811-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1037,RT McGill North,RT McGill N 4,5616460,525630,50.6993936,-122.6370817,2011,8,4,4,,9,17,M105,1,61021-b1,M
RT McGill N 4-220912-1,RT,Cadwallider,SC,Phelix,Phelix F134,Phelix,1034,RT McGill North,RT McGill N 4,5616460,525630,50.6993936,-122.6370817,2012,9,22,4,,6,11,F134,1,64021-e1,F
RUB-26,RT,Cadwallider,SC,64019-c1,M133,M133,1042,RT McGill North,RT McGill N 5,5617576,524752,50.7095,-122.6494,2010,8,11,2,,9,2,M133,1,64019-c1,M
Rt McGill N 5-160711-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1040,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2011,7,16,2,,9,16,M105,2,61021-b1,M
Rt McGill N 5-140712-1,RT,Cadwallider,SC,73063-a1,M221,M221,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2012,7,14,2,,7,13,M221,6,73063-a1,M
RT McGill N5-220912-1,RT,Cadwallider,SC,73063-a1,M221,M221,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2012,9,22,4,,6,11,M221,1,73063-a1,M
RT Mc N5-090613-1,RT,Cadwallider,SC,73063-a1,M221,M221,1039,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2013,6,9,1,,12,15,M221,1,73063-a1,M
RT McGill N 5-230614-1,RT,Cadwallider,SC,73063-a1,M221,M221,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2014,6,23,1,,20,22,M221,3,73063-a1,M
RT McGill N 5-100714-1,RT,Cadwallider,SC,RT Cad 18 km-230614-2,RT Cad 18 km-230614-2,NewM04,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2014,7,10,2,,20,21,,1,RT Cad 18 km-230614-2,M
RT McGill N 5-90814-1,RT,Cadwallider,SC,Flip,Flip M379,Flip,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2014,8,9,3,,11,18,M379,2,HT McGill S-250711-5,M
,RT,Cadwallider,,,,NONE,,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2012,6,17,1,,,,,,,
,RT,Cadwallider,,,,NONE,,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2012,8,2,3,,,,,,,
,RT,Cadwallider,,,,NONE,,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2014,9,21,4,,,,,,,
,RT,Cadwallider,,,,NONE,,RT McGill North,RT McGill N 6,5617576,524752,50.7095,-122.6494,2010,7,20,2,,,,,,,
,RT,Cadwallider,,,,NONE,,RT McGill North,RT McGill N 6,5618640,523878,50.7190738,-122.6617431,2013,7,1,2,,,,,,,
,RT,Cadwallider,,,,NONE,,RT McGill North,RT McGill N 7,5619730,523002,50.7289139,-122.6740739,2013,7,31,4,,,,,,,
McGillTrS2-260611-1,RT,Cadwallider,SC,Rock ,Rock  M128,Rock ,1028,RT McGill North,RT McGill TR 2,5610044,531867,50.6414,-122.5493,2011,6,26,1,,9,16,M128,1,63025-c1,M
McGillTrS3-260611-1,RT,Cadwallider,SC,Homer,Homer M122,Homer,1027,RT McGill North,RT McGill TR 3,5609355,532110,50.6352,-122.5459,2011,6,26,1,,9,16,M122,1,62024-a2,M
Rt McGIllTrS-250711-1,RT,Cadwallider,SC,Homer,Homer M122,Homer,1025,RT McGill North,Rt Mcgill Trl1,5609051,532287,50.6324349,-122.5434686,2011,7,25,3,,9,16,M122,1,62024-a2,M
,RT,Cadwallider,,,,NONE,,RT McGill North,Rt Mcgill Trl1,5609051,532287,50.6324349,-122.5434686,2011,8,26,5,,,,,,,
Rt McGill-070910-1a,RT,Cadwallider,SC,Phelix,Phelix F134,Phelix,1030,RT McGillvary incidental,RT McGillvary incidental,5615879,526010,50.6941,-122.6317,2010,9,7,1,,9,2,F134,1,64021-e1,F
Rt McGill-111010-2,RT,Cadwallider,SC,Phelix,Phelix F134,Phelix,1030,RT McGillvary incidental,RT McGillvary incidental,5615879,526010,50.6941,-122.6317,2010,10,11,2,,9,2,F134,1,64021-e1,F
Rt- Standard 111010-2c,RT,Cadwallider,SC,Phelix,Phelix F134,Phelix,1030,RT McGillvary incidental,RT McGillvary incidental,5615879,526010,50.6941,-122.6317,2010,10,11,2,,9,2,F134,2,64021-e1,F
,C,Connel,SC,Gillis,Gillis F141,Gillis,,,,,,,,2010,6,8,0,X,,,F141,1,6SNSA-GF6,F
GM11,C,Connel,SC,Peanut,Peanut M324,Peanut,,,,,,,,2010,6,11,0,X,,,M324,1,DNA19-1D,M
HT CnnHel-190713-2,HT,Connel,SC,73063-a1,M221,M221,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,19,1,,12,15,M221,1,73063-a1,M
HT CnnHel-190713-4,HT,Connel,SC,73063-a1,M221,M221,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,19,1,,12,15,M221,2,73063-a1,M
HT CnnHel-190713-1A,HT,Connel,SC,Rock ,Rock  M128,Rock ,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,19,1,,12,15,M128,1,63025-c1,M
HT CnnHel-190713-5,HT,Connel,SC,Rock ,Rock  M128,Rock ,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,19,1,,12,15,M128,2,63025-c1,M
HT CnnHel-290713-1,HT,Connel,SC,73063-a1,M221,M221,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,29,2,,12,15,M221,1,73063-a1,M
HT CnnHel-290713-2,HT,Connel,SC,73063-a1,M221,M221,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,29,2,,12,15,M221,2,73063-a1,M
HT CnnHel-290713-3B,HT,Connel,SC,73063-a1,M221,M221,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,29,2,,12,15,M221,3,73063-a1,M
HT CnnHel-290713-4,HT,Connel,SC,73063-a1,M221,M221,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,29,2,,12,15,M221,4,73063-a1,M
HT CnnHel-290713-5C,HT,Connel,SC,73063-a1,M221,M221,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,29,2,,12,15,M221,5,73063-a1,M
HT CnnHel-290713-P,HT,Connel,SC,73063-a1,M221,M221,93,,HT Conel Heli,5615126,533874,50.6870,-122.5205,2013,7,29,2,,12,15,M221,6,73063-a1,M
Ht Connel-200712-3,HT,Connel,SC,Gillis,Gillis F141,Gillis,99,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,7,20,1,,13,14,F141,1,6SNSA-GF6,F
Ht Connel-200712-5,HT,Connel,SC,Jasmine,Jasmine F108,Jasmine,99,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,7,20,1,,13,14,F108,1,61024-i1,F
Ht Connel-200712-4A,HT,Connel,SC,Ht Connel-200712-4A, M391,M391,99,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,7,20,1,,13,14,M391,1,Ht Connel-200712-4A,M
Ht Connel-200712-8,HT,Connel,SC,Ht Connel-200712-4A, M391,M391,99,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,7,20,1,,13,14,M391,2,Ht Connel-200712-4A,M
Ht Connel-200712-10,HT,Connel,SC,Marge,Marje F118,Marge,99,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,7,20,1,,13,14,F118,1,62014-d1,F
Ht Connel-200712-12,HT,Connel,SC,Marge,Marje F118,Marge,99,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,7,20,1,,13,14,F118,2,62014-d1,F
Ht Connel-200712-2A,HT,Connel,SC,Marge,Marje F118,Marge,99,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,7,20,1,,13,14,F118,3,62014-d1,F
Ht Connel-200712-6B,HT,Connel,SC,Marge,Marje F118,Marge,99,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,7,20,1,,13,14,F118,4,62014-d1,F
Ht Connel-200712-6D,HT,Connel,SC,Marge,Marje F118,Marge,99,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,7,20,1,,13,14,F118,5,62014-d1,F
,HT,Connel,,,,NONE,,,HT Connel 2012,5616384,533489,50.6983,-122.5258,2012,8,6,2,,,,,,,
HT Connel 2014-290714-1A,HT,Connel,SC,HT McGill P-14-1,Homer girl HT McGill P-14-1,Homer_girl,104,,HT Connel Heli 2014,5617184,532131,50.7056,-122.5450,2014,7,29,1,,20,22,,1,HT McGill P-14-1,F
HT Connel 2014-180814-6,HT,Connel,SC,Flip,Flip M379,Flip,104,,HT Connel Heli 2014,5617184,532131,50.7056,-122.5450,2014,8,18,2,,20,21,M379,1,HT McGill S-250711-5,M
HT Connel 2014-180814-4D,HT,Connel,SC,Marge,Marje F118,Marge,104,,HT Connel Heli 2014,5617184,532131,50.7056,-122.5450,2014,8,18,2,,20,21,F118,1,62014-d1,F
HT Connel 2014-180814-2,HT,Connel,SC,HT Connel 14-2,Marge/M221  2014  Boy A,Marge_M221_2014_Boy_A,104,,HT Connel Heli 2014,5617184,532131,50.7056,-122.5450,2014,8,18,2,,20,21,,1,HT Connel 14-2,M
HT Connel 2014-180814-3A,HT,Connel,SC,HT Connel 14-7,Marge/M221 2014  Boy B,Marge_M221_2014_Boy_B,104,,HT Connel Heli 2014,5617184,532131,50.7056,-122.5450,2014,8,18,2,,20,21,,1,HT Connel 14-7,M
HT Connel 2014-180814-4B,HT,Connel,SC,HT Connel 14-7,Marge/M221 2014  Boy B,Marge_M221_2014_Boy_B,104,,HT Connel Heli 2014,5617184,532131,50.7056,-122.5450,2014,8,18,2,,20,21,,2,HT Connel 14-7,M
HT Connel 2014-180814-7,HT,Connel,SC,HT Connel 14-7,Marge/M221 2014  Boy B,Marge_M221_2014_Boy_B,104,,HT Connel Heli 2014,5617184,532131,50.7056,-122.5450,2014,8,18,2,,20,21,,3,HT Connel 14-7,M
HT Connel 2014-180814-1B,HT,Connel,SC,HT Connel 14-1B,Marge/M221 2014 Girl,Marge_M221_2014_Girl,104,,HT Connel Heli 2014,5617184,532131,50.7056,-122.5450,2014,8,18,2,,20,21,,1,HT Connel 14-1B,F
,HT,Cooper,,,,NONE,,,HT Copper,5610441,556562,50.6430835,-122.200041,2012,7,20,1,,,,,,,
,HT,Cooper,,,,NONE,,,HT Copper,5610441,556562,50.6430835,-122.200041,2012,8,6,2,,,,,,,
HT Cottonwood-200712-1,HT,Cottonwood,SN,Bella,Bella F319,Bella,9,,HT Cottonwood ,5582052,562449,50.3872,-122.1215,2012,7,20,1,,17,11,F319,1,LC7-00-Plots-k1,F
HT Cottonwood-200712-5,HT,Cottonwood,SN,HT Cottonwood-200712-5, M392,M392,9,,HT Cottonwood ,5582052,562449,50.3872,-122.1215,2012,7,20,1,,17,11,M392,1,HT Cottonwood-200712-5,M
HT Cottonwood-60812-3C,HT,Cottonwood,SN,Bella,Bella F319,Bella,9,,HT Cottonwood ,5582052,562449,50.3872,-122.1215,2012,8,6,2,,16,10,F319,1,LC7-00-Plots-k1,F
HT Cottonwood-60812-4,HT,Cottonwood,SN,Bella,Bella F319,Bella,9,,HT Cottonwood ,5582052,562449,50.3872,-122.1215,2012,8,6,2,,16,10,F319,2,LC7-00-Plots-k1,F
HT Cottonwood-60812-5,HT,Cottonwood,SN,Bella,Bella F319,Bella,9,,HT Cottonwood ,5582052,562449,50.3872,-122.1215,2012,8,6,2,,16,10,F319,3,LC7-00-Plots-k1,F
HT Cottonwood-60812-1C,HT,Cottonwood,SN,Breeze,Breeze F149,Breeze,9,,HT Cottonwood ,5582052,562449,50.3872,-122.1215,2012,8,6,2,,16,10,F149,1,HAY6-02-16c-b2,F
HT Cottonwood-60812-2E,HT,Cottonwood,SN,Breeze,Breeze F149,Breeze,9,,HT Cottonwood ,5582052,562449,50.3872,-122.1215,2012,8,6,2,,16,10,F149,2,HAY6-02-16c-b2,F
HT Cottonwood-60812-2A,HT,Cottonwood,SN,HT Cottonwood-60812-2A,M394,M394,9,,HT Cottonwood ,5582052,562449,50.3872,-122.1215,2012,8,6,2,,16,10,M394,1,HT Cottonwood-60812-2A,M
HT CotHel-290713-1,HT,Cottonwood,SN,Breeze,Breeze F149,Breeze,19,,HT Cottonwood Heli,5585846,563809,50.4212,-122.1018,2013,7,29,1,,17,9,F149,1,HAY6-02-16c-b2,F
HT CotHel-290713-2A,HT,Cottonwood,SN,Breeze,Breeze F149,Breeze,19,,HT Cottonwood Heli,5585846,563809,50.4212,-122.1018,2013,7,29,1,,17,9,F149,2,HAY6-02-16c-b2,F
,HT,Cottonwood,,,,NONE,,,HT Cottonwood Heli,5585846,563809,50.4212,-122.1018,2013,9,12,2,,,,,,,
HT Dwtn-100713-1,HT,Downton,SN,Barkley ,Barkley M69,Barkley,54,,Ht Downton,5600406,553483,50.5531,-122.2450,2013,7,10,2,,17,9,M69,1,5SNRB8,M
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2011,7,4,1,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2011,7,26,2,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2011,8,20,3,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2012,7,11,1,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2012,7,26,2,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2012,9,6,3,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.5531,-122.2450,2013,6,21,1,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.5531,-122.2450,2013,7,22,3,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2014,6,30,1,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2014,7,15,2,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2014,8,17,3,,,,,,,
,HT,Downton,,,,NONE,,,Ht Downton,5600406,553483,50.55313622,-122.2450283,2014,9,27,4,,,,,,,
,HT,Downton,,,,NONE,,,HT Downton 2010,5603341,552847,50.57959,-122.25359,2010,7,8,1,,,,,,,
,HT,Downton,,,,NONE,,,HT Downton 2010,5603341,552847,50.57959,-122.25359,2010,7,25,2,,,,,,,
,HT,Downton,,,,NONE,,,HT Downton 2014,5598867,552308,50.53940319,-122.2618294,2014,6,30,1,,,,,,,
,HT,Downton,,,,NONE,,,HT Downton 2014,5598867,552308,50.53940319,-122.2618294,2014,7,15,2,,,,,,,
,HT,Downton,,,,NONE,,,HT Downton 2014,5598867,552308,50.53940319,-122.2618294,2014,8,17,3,,,,,,,
,HT,Downton,,,,NONE,,,HT Downton 2014,5598867,552308,50.53940319,-122.2618294,2014,9,27,4,,,,,,,
HT Duf L 1-030611-1,HT,Duffey Lake,SN,Barkley ,Barkley M69,Barkley,11,,Ht Duf L 2,5582526,545674,50.39300841,-122.3574362,2011,6,3,1,,11,9,M69,1,5SNRB8,M
Ht Duf L 2-170611-2b,HT,Duffey Lake,SN,Barkley ,Barkley M69,Barkley,10,,Ht Duf L 2,5582526,545674,50.39300841,-122.3574362,2011,6,17,2,,11,9,M69,1,5SNRB8,M
Ht Duf L 2-170611-4a,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,,Ht Duf L 2,5582526,545674,50.39300841,-122.3574362,2011,6,17,2,,11,9,M239,1,NAH7-02-31-c1,M
HT Duffey Slide-260512-3,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2012,5,26,1,,17,11,M239,1,NAH7-02-31-c1,M
HT Duffey Slide-260512-4,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2012,5,26,1,,17,11,M239,2,NAH7-02-31-c1,M
HT Duffey Slide-150612-1,HT,Duffey Lake,SN,Barkley ,Barkley M69,Barkley,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2012,6,15,2,,16,10,M69,1,5SNRB8,M
HT Duffey Slide-150612-2,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2012,6,15,2,,16,10,M239,1,NAH7-02-31-c1,M
HT Duffey Slide-150612-4,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2012,6,15,2,,16,10,M239,2,NAH7-02-31-c1,M
HT Duf L2 -100713-1,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2013,7,10,2,,17,9,M239,1,NAH7-02-31-c1,M
HT Duf L2 -100713-3,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2013,7,10,2,,17,9,M239,2,NAH7-02-31-c1,M
HT Duf L2-20140928-1,HT,Duffey Lake,SN,Barkley ,Barkley M69,Barkley,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2014,9,28,3,,20,20,M69,1,5SNRB8,M
HT Duf L2-20140928-2,HT,Duffey Lake,SN,Barkley ,Barkley M69,Barkley,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2014,9,28,3,,20,20,M69,2,5SNRB8,M
HT Duf L2-20140928-5,HT,Duffey Lake,SN,Barkley ,Barkley M69,Barkley,10,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2014,9,28,3,,20,20,M69,3,5SNRB8,M
,HT,Duffey Lake,,,,NONE,,,Ht Duf L 2,5582526,545674,50.39300841,-122.3574362,2011,8,3,3,,,,,,,
,HT,Duffey Lake,,,,NONE,,,Ht Duf L 2,5582526,545674,50.39300841,-122.3574362,2011,8,26,4,,,,,,,
,HT,Duffey Lake,,,,NONE,,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2012,7,11,3,,,,,,,
,HT,Duffey Lake,,,,NONE,,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2013,6,28,1,,,,,,,
,HT,Duffey Lake,,,,NONE,,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2013,7,23,3,,,,,,,
,HT,Duffey Lake,,,,NONE,,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2014,6,11,1,,,,,,,
,HT,Duffey Lake,,,,NONE,,,Ht Duf L 2,5582526,545674,50.3930,-122.3574,2014,6,29,2,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duf log jam,5585555,550832,50.41982385,-122.2844666,2013,6,28,1,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duf log jam,5585555,550832,50.41982385,-122.2844666,2013,7,12,2,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duf log jam,5585555,550832,50.41982385,-122.2844666,2013,7,23,3,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duf log jam,5585555,550832,50.41982385,-122.2844666,2014,6,14,1,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duf log jam,5585555,550832,50.41982385,-122.2844666,2014,7,2,2,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duf log jam,5585555,550832,50.41982385,-122.2844666,2014,8,19,3,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duf log jam,5585555,550832,50.41982385,-122.2844666,2014,9,28,4,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duffey Lake 2010,5585082,550098,50.41563,-122.29486,2010,6,22,1,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duffey Lake 2010,5585082,550098,50.41563,-122.29486,2010,7,15,2,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duffey Lake 2010,5585082,550098,50.41563,-122.29486,2012,5,26,1,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duffey Lake 2010,5585082,550098,50.41563,-122.29486,2012,6,15,2,,,,,,,
,HT,Duffey Lake,,,,NONE,,,HT Duffey Lake 2010,5585082,550098,50.41563,-122.29486,2012,7,11,3,,,,,,,
RT Duf L-030611-2,RT,Duffey Lake,SN,Jim,Jim M239,Jim,1005,RT Duf L,RT Duf L,5582538,545702,50.3931,-122.3570,2011,6,3,1,,11,9,M239,1,NAH7-02-31-c1,M
RT Duffey Slide-260512-1,RT,Duffey Lake,SN,Jim,Jim M239,Jim,1005,RT Duf L,RT Duf L,5582538,545702,50.3931,-122.3570,2012,5,26,1,,17,11,M239,1,NAH7-02-31-c1,M
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931,-122.3570,2011,6,17,2,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931,-122.3570,2011,8,3,3,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931,-122.3570,2011,8,26,4,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931,-122.3570,2011,9,28,5,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931,-122.3570,2012,6,15,2,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931,-122.3570,2012,7,11,3,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931141,-122.3570409,2013,5,28,1,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931141,-122.3570409,2013,6,22,2,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931141,-122.3570409,2013,7,10,3,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931141,-122.3570409,2014,6,11,1,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931141,-122.3570409,2014,6,29,2,,,,,,,
,RT,Duffey Lake,,,,NONE,,RT Duf L,RT Duf L,5582538,545702,50.3931141,-122.3570409,2014,9,28,3,,,,,,,
,C,Fraser,SN,Jewel,Jewel F322,Jewel,,,,,,,,2012,5,20,,,,,F321,1,may2,F
GF10,C (W_HELP),Gott,SN,Bella,Bella F319,Bella,,,,,,,,2012,7,4,0,X,,,F319,1,LC7-00-Plots-k1,F
Ht Gott E -260712-3,HT,Gott,SN,Georgia,Georgia F60,Georgia,23,,Ht E Gott,5587934,565291,50.4398,-122.0805,2012,7,26,2,,11,10,F60,1,54010c1,F
Ht Gott E -260712-1,HT,Gott,SN,Jim's brother,Jim's brother M240,Jim_brother,23,,Ht E Gott,5587934,565291,50.4398,-122.0805,2012,7,26,2,,11,10,M240,1,NAH7-02-31-d1,M
Ht Gott E -260712-2,HT,Gott,SN,Jim's brother,Jim's brother M240,Jim_brother,23,,Ht E Gott,5587934,565291,50.4398,-122.0805,2012,7,26,2,,11,10,M240,2,NAH7-02-31-d1,M
Ht Gott E -260712-4,HT,Gott,SN,Jim's brother,Jim's brother M240,Jim_brother,23,,Ht E Gott,5587934,565291,50.4398,-122.0805,2012,7,26,2,,11,10,M240,3,NAH7-02-31-d1,M
,HT,Gott,,,,NONE,,,Ht E Gott,5587934,565291,50.4398,-122.0805,2012,7,12,1,,,,,,,
,HT,Gott,,,,NONE,,,Ht E Gott,5587934,565291,50.4398,-122.0805,2012,9,7,3,,,,,,,
Ht E Gtt -100713-2,HT,Gott,SN,Georgia,Georgia F60,Georgia,22,,Ht E Gott 2012,5587865,565291,50.4392,-122.0806,2013,7,10,2,,17,9,F60,1,54010c1,F
,HT,Gott,,,,NONE,,,Ht E Gott 2012,5587865,565291,50.4392,-122.0806,2013,6,22,1,,,,,,,
,HT,Gott,,,,NONE,,,Ht E Gott 2012,5587865,565291,50.4392,-122.0806,2013,7,23,3,,,,,,,
,HT,Gott,,,,NONE,,,Ht E Gott 2012,5587865,565291,50.4392,-122.0806,2013,9,12,4,,,,,,,
,HT,Gott,,,,NONE,,,Ht E Gott 2012,5587865,565291,50.43916597,-122.080558,2014,6,16,1,,,,,,,
,HT,Gott,,,,NONE,,,Ht E Gott 2012,5587865,565291,50.43916597,-122.080558,2014,8,18,2,,,,,,,
HT Gott 2014-160714-2,HT,Gott,SN,Georgia,Georgia F60,Georgia,30,,HT Gott 2014,5590327,561421,50.4617,-122.1346,2014,7,16,2,,20,20,F60,1,54010c1,F
,HT,Gott,,,,NONE,,,HT Gott 2014,5590327,561421,50.4617,-122.1346,2014,6,29,1,,,,,,,
,HT,Gott,,,,NONE,,,HT Gott 2014,5590327,561421,50.4617,-122.1346,2014,8,16,3,,,,,,,
,HT,Gott,,,,NONE,,,HT Gott 2014,5590327,561421,50.4617,-122.1346,2014,9,28,4,,,,,,,
DNA10-12A,HT,Gott,SN,Breeze,Breeze F149,Breeze,20,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,8,1,,10,3,F149,1,HAY6-02-16c-b2,F
DNA10-5A,HT,Gott,SN,Scud,Scud M72,Scud,20,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,8,1,,10,3,M72,1,54023a1,M
DNA10-6C,HT,Gott,SN,Scud,Scud M72,Scud,20,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,8,1,,10,3,M72,2,54023a1,M
DNA10-14,HT,Gott,SN,Terry ,Terry M320,Terry,20,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,8,1,,10,3,M320,1,DNA10-14,M
,HT,Gott,,,,NONE,,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,25,2,,,,,,,
,HT,Gott,,,,NONE,,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2011,7,1,1,,,,,,,
,HT,Gott,,,,NONE,,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2011,7,26,2,,,,,,,
