Perm ID,Sex,Pop,Year,Samples,DNA#,East,North,# loci,A,B,C,D,H,J,L,M,P,U,X,20,110,50,59
454,M,WNW,1998,"3933a,3933b,3933f,3933g,3933j,3933n,3997a4061a,4061d,4125b",,453400,5681200,,,,,,,,,,,,,,,,
454,M,WNW,1998,"3989a,3989b,3989c,3989e",,451500,5687100,,,,,,,,,,,,,,,,
454,M,WNW,1998,"4054f,4054g",,456900,5688800,,,,,,,,,,,,,,,,
454,M,WNW,1998,"4037j,4037k",,447700,5696200,,,,,,,,,,,,,,,,
454,M,WNW,1998,"4045f,4045g,4045h,4045i",,448200,5692700,,,,,,,,,,,,,,,,
451,M,WNW,1998,"3974a,3974b,3974d,3974f,3974g,3974h,3974i,3974k,3974l,3974m,3974n,3974o,4038a,4038b,4038e,4038f,4047b,4047c, 4160a,4160h",,453171,5696279,14,184.184,162.162,205.211,181.182,231.251,190.194,155.157,212.212,153.159,161.163,141.143,127.127,153.155,138.138,
451,M,WNW,1998,"3974a,3974b,3974d,3974f,3974g,3974h,3974i,3974k,3974l,3974m,3974n,3974o,4038a,4038b,4038e,4038f,",,456800,5699400,,,,,,,,,,,,,,,,
451,M,WNW,1998,"4047b,4047c",,456500,5692600,,,,,,,,,,,,,,,,
451,M,WNW,1998,"4160a,4160h",,451100,5703600,,,,,,,,,,,,,,,,
344,F,WNW,1996,"850d,850g,850h,4048b,4048f,4048h",850,463000,5681700,14,194.194,158.162,205.211,184.186,249.252,186.194,155.157,210.210,151.151,163.163,141.141,127.131,,110.138,223.239
344,F,WNW,1998,"4048b,4048f,4048h",,461900,5691900,,,,,,,,,,,,,,,,
334,M,WNW,1996,"835a,835b,835c,835d,835e,835f,835g,835h",835,463700,5705600,13,184.192,158.158,201.205,182.186,223.252,186.196,155.159,206.208,,159.163,131.141,127.127,,122.122,223.223
332,M,WNW,1996,"707c,707e,707f,707h,707k",707,463400,5713000,15,194.198,156.162,205.211,184.184,231.231,190.194,157.157,206.206,151.155,163.163,141.141,127.129,149.159,120.138,223.223
330,F,WNW,1996,"707b,707g",707,463400,5713000,15,192.198,152.164,205.211,181.184,251.255,194.196,155.157,210.212,151.153,163.163,135.141,127.131,151.153,122.138,223.223
272,F,WNW,1996,272,,452826,5688540,15,194.198,150.158,205.205,177.182,231.251,186.186,155.155,212.212,151.151,163.175,141.141,127.127,153.153,138.138,223.223
270,F,WNW,1996,"415,4360a,4360b,4360c,4360d,4360e,4360f,4360h,4360j,4360k,4360l,4360q,4360r,4360s,4360t,4360u,4360w",,458680,5679248,15,194.198,156.160,205.211,181.181,231.255,186.194,155.159,212.212,151.151,159.163,141.143,127.129,151.155,138.138,223.243
270,F,WNW,1998,"4360a,4360b,4360c,4360d,4360e,4360f,4360h,4360j,4360k,4360l,4360q,4360r,4360s,4360t,4360u,4360, w",,460300,5682400,,,,,,,,,,,,,,,,
93,M,WNW,1995,,,468680,5686800,14,194.194,154.162,205.205,179.186,221.249,,157.159,210.210,151.151,159.163,129.137,127.131,155.159,110.138,223.223
91,M,WNW,1995,"829l,829m,829o,829q,829s,829u, 4037g,4037l, 4054a,4054d,4054i",,468700,5686800,15,194.194,162.162,205.205,184.185,231.231,186.194,157.157,210.212,151.161,163.163,141.141,127.129,153.159,122.138,223.223
91,M,WNW,1996,"829l,829m,829o,829q,829s,829u",,464400,5679900,,,,,,,,,,,,,,,,
91,M,WNW,1998,"4037g,4037l",,447700,5696200,,,,,,,,,,,,,,,,
91,M,WNW,1998,"4054a,4054d,4054i",,456900,5688800,,,,,,,,,,,,,,,,
23,M,WNW,1994,,,465300,5702183,15,184.194,158.162,205.205,184.184,249.252,186.194,157.157,210.212,151.153,161.163,129.141,127.131,151.159,110.110,223.243
BeaV,M,WSE,1992,,,535000,5665000,15,194.198,150.162,201.211,181.184,231.249,190.194,157.159,210.212,151.161,163.163,141.141,129.131,153.155,122.132,223.223
60389,F,WSE,1995,60389,,545000,5648000,15,194.194,156.162,207.211,182.184,255.257,186.186,157.157,196.210,151.151,163.163,141.141,127.127,149.155,138.138,223.245
1680,M,WSE,1999,1680,1680,468800,5692300,15,198.198,148.148,201.205,181.186,225.255,186.194,155.157,212.212,153.153,163.163,141.141,127.127,149.153,138.138,223.239
464,M,WSE,1997,464,,515952,5640210,15,194.198,148.156,205.205,177.179,231.233,186.194,157.157,210.210,149.151,163.163,135.141,127.127,143.145,120.138,223.223
463,F,WSE,1997,4072a,,501703,5676819,15,192.194,148.154,205.205,179.181,231.253,190.194,157.157,210.214,151.151,163.163,135.141,127.127,145.159,138.138,223.223
463,F,WSE,1998,4072a,,489100,5677300,,,,,,,,,,,,,,,,
462,F,WSE,1997,462,,512064,5658227,15,194.198,154.156,205.205,177.181,231.231,190.194,157.157,210.214,149.151,163.163,141.141,127.127,149.155,120.138,223.235
319,M,WSE,1996,"810b,810d,810e,810h,810i,810j,810k,810l,810m,810n,810q,810t",810,518200,5676700,14,194.194,162.162,205.207,182.184,231.255,186.194,157.157,206.210,,163.163,133.141,127.127,145.155,138.138,223.245
312,M,WSE,1996,634a,634,515500,5676700,14,192.194,148.158,205.211,179.184,231.251,186.186,155.157,,151.151,159.163,141.141,129.129,149.149,122.138,223.245
68759,M,WSW,1998,,,523000,5643000,15,194.194,148.156,205.207,177.184,231.252,186.190,157.157,206.210,149.151,163.163,141.141,127.129,153.155,132.138,223.243
60385,M,WSW,1995,,,507000,5656000,14,190.198,160.160,205.205,181.186,,194.194,159.159,210.210,153.159,163.163,141.141,127.129,145.155,138.138,245.245
4354,M,WSW,1998,"4354i,4354m,4354n,4354o,4354q,4354b",4354,460700,5679300,15,184.194,158.162,205.205,179.182,231.252,186.186,155.157,212.214,151.151,163.163,141.141,127.129,151.151,132.132,223.239
4156,M,WSW,1998,"4156b,4156c",4156,478900,5663100,15,184.198,162.162,205.211,181.186,251.255,194.196,155.157,212.214,153.161,163.163,141.141,127.127,153.157,132.138,239.239
4083,M,WSW,1998,"4083a,4153a,4153b,4153c,4218a,4218b,4218c,4218d",4153,454200,5666000,15,186.194,158.162,205.205,184.186,231.231,186.190,157.157,210.212,151.159,163.163,141.143,127.129,149.151,138.138,223.239
4083,M,WSW,1998,"4153a,4153b,4153c",,455000,5663700,,,,,,,,,,,,,,,,
4083,M,WSW,1998,"4218a,4218b,4218c,4218d",,457200,5660200,,,,,,,,,,,,,,,,
4050,M,WSW,1998,"4050c,4050e,4050f",4050,478800,5693000,14,192.194,148.162,205.211,179.184,231.257,186.186,157.157,210.210,151.159,159.163,141.141,127.129,149.149,,223.245
4019,F,WSW,1998,"4020l,4019f,4019h,4019j,4019k,4019q",4019,455200,5667600,15,184.190,154.158,205.205,180.186,231.255,186.196,155.157,210.214,151.151,161.163,129.141,127.129,151.155,120.138,223.223
4019,F,WSW,1998,"4019f,4019h,4019j,4019k,4019q",,454200,5666000,,,,,,,,,,,,,,,,
4015,F,WSW,1998,"4135b,4135d,4080a,4015a,4015c,4015d,4015e,4015f,4015h,4015l,4015m,4015q,4015r",4015,483900,5678200,15,184.198,156.158,201.211,182.185,252.255,186.194,157.169,210.214,151.153,159.163,141.141,127.129,155.155,122.138,223.243
4015,F,WSW,1998,4080a,,488300,5672200,,,,,,,,,,,,,,,,
4015,F,WSW,1998,"4015a,4015c,4015d,4015e,4015f,4015h,4015l,4015m,4015q,4015r",,482800,5674600,,,,,,,,,,,,,,,,
4011,M,WSW,1998,"4019a,40`19d,4019e,4019p,4011a,4011b,4020c",4011,454200,5666000,15,184.198,152.162,205.205,182.186,253.255,186.194,155.157,210.212,151.153,159.163,141.143,127.131,153.157,132.132,239.243
4011,M,WSW,1998,"4011a,4011b",,452700,5671100,,,,,,,,,,,,,,,,
4011,M,WSW,1998,4020c,,455200,5667600,,,,,,,,,,,,,,,,
3986,U,WSW,1998,3986a,3986,478800,5693000,14,184.198,152.154,205.211,,251.255,190.196,157.157,212.214,151.161,163.163,141.141,127.129,153.153,138.138,223.223
1675,M,WSW,1998,1675,,474999,5673199,14,190.198,162.162,205.205,179.184,252.253,190.196,159.159,214.214,151.151,163.163,,129.131,151.153,138.138,239.239
1674,M,WSW,1998,1674,,474743,5669443,14,,152.154,205.205,182.186,223.255,186.194,155.157,212.214,151.151,161.163,141.143,127.129,149.157,122.132,239.239
465,M,WSW,1997,465,,481600,5662400,15,192.198,154.156,205.205,177.181,231.233,186.194,157.157,210.210,149.151,163.163,141.141,127.127,153.159,120.138,223.243
455,M,WSW,1997,"455,841e,841j,849b,849c,849d,849f,849g",,449780,5685917,15,194.194,158.162,205.211,179.182,251.253,186.194,157.159,212.212,151.157,163.163,141.141,127.127,149.155,132.138,
455,M,WSW,1996,"841e,841j",,464300,5679800,,,,,,,,,,,,,,,,
455,M,WSW,1996,"849b,849c,849d,849f,849g",,467100,5679100,,,,,,,,,,,,,,,,
453,M,WSW,1997,453,,485106,5689282,15,184.198,156.162,201.205,179.182,252.252,186.190,157.159,210.214,151.151,159.163,131.141,127.127,153.155,138.138,223.223
452,M,WSW,1997,452,,482653,5676289,15,184.198,158.158,201.205,181.182,231.255,186.194,157.159,210.210,151.153,159.163,141.141,127.129,149.155,122.138,223.223
347,M,WSW,1996,"641i,1654",641,494000,5672500,15,184.194,152.158,201.205,182.184,231.255,194.196,159.159,206.208,151.153,163.163,129.141,127.131,151.155,138.138,223.223
347,M,WSW,1998,1654,,,,,,,,,,,,,,,,,,,
328,M,WSW,1996,"497m,497o,497p,497s,497t,497u,497v",497,463300,5667000,15,184.202,152.162,205.205,179.182,231.253,194.194,155.155,210.214,153.159,163.163,129.141,127.127,151.155,132.138,223.223
321,F,WSW,1996,"605b,605c,605d,605e,605g,605h,605i,605k",605,485200,5697200,15,184.198,156.162,205.205,179.182,231.252,194.196,157.169,196.210,151.161,163.163,141.141,127.129,153.155,138.138,223.243
315,M,WSW,1998,"641e,641f,641g,641h,4003b,4003d",641,489200,5681200,15,194.198,160.162,205.211,180.180,231.255,194.196,155.155,206.208,151.151,163.175,131.141,127.129,153.155,130.140,223.243
315,M,WSW,1996,"641e,641f,641g,641h",,494000,5672500,,,,,,,,,,,,,,,,
304,F,WSW,1996,"702i,702k,702m,497b,497c,497d,497e,497h,497i,497j,497k,497l,497w,4022a,4022f",497,465900,5668900,15,184.184,158.162,205.205,182.184,231.255,186.194,155.157,212.214,151.153,159.163,141.141,127.129,151.153,132.138,223.239
304,F,WSW,1996,"497b,497c,497d,497e,497h,497i,497j,497k,497l,497w",,463300,5667000,,,,,,,,,,,,,,,,
304,F,WSW,1996,"4022a,4022f",,466600,5669400,,,,,,,,,,,,,,,,
303,M,WSW,1996,"497a,497g,497n,497r,497x,497y,702x,702y",497,463300,5667000,15,194.194,152.162,205.205,181.184,231.231,180.194,155.157,212.212,153.159,163.163,143.143,127.127,149.151,120.138,223.239
303,M,WSW,1996,"702x,702y",,465900,5668900,,,,,,,,,,,,,,,,
114,M,WSW,1995,"114,3997h,3997i",,475100,5685100,15,184.194,162.162,205.205,179.184,231.252,186.186,155.155,210.214,153.153,159.163,141.141,127.127,153.153,132.138,239.239
114,M,WSW,1998,"114,3997h,3997i",,453400,5681200,,,,,,,,,,,,,,,,
99,M,WSW,1995,,,483000,5687300,15,184.190,152.162,203.205,181.186,231.251,186.194,155.159,210.214,161.161,163.163,135.141,127.131,153.157,122.138,223.239
86,M,WSW,1994,"3933d,3933h,3933k,ss20l",,464024,5677409,15,186.192,158.162,205.211,185.186,231.255,190.194,157.157,210.214,151.153,161.163,141.143,127.127,151.151,120.138,223.223
86,M,WSW,1998,"3933d,3933h,3933k,ss20l",,453400,5681200,,,,,,,,,,,,,,,,
84,M,WSW,1994,,,480360,5665800,15,192.194,152.162,205.205,181.186,251.255,190.194,155.157,214.214,153.153,163.163,133.141,127.127,153.157,132.138,239.243
77,M,WSW,1994,"497f,497g, 4214a,497f,497g,4214a",,462650,5667125,15,192.194,158.162,201.205,182.186,225.255,186.194,155.157,210.212,151.153,163.163,129.141,127.129,153.155,120.138,223.223
77,M,WSW,1996,"497f,497g",,463300,5667000,,,,,,,,,,,,,,,,
77,M,WSW,1998,4214a,,453300,5690200,,,,,,,,,,,,,,,,
73,M,WSW,1994,"827d,827j,827k,827l,827m",,486509,5670868,15,198.198,152.152,205.211,179.184,231.255,190.196,157.159,212.214,151.153,163.163,141.141,127.127,151.153,138.138,223.239
73,M,WSW,1996,"827d,827j,827k,827l,827m",,477500,5689100,,,,,,,,,,,,,,,,
39,M,WSW,1994,,,496615,5665310,15,192.194,148.158,205.207,179.184,231.251,186.186,155.157,210.212,151.159,163.163,141.141,127.129,149.151,138.138,223.245
31,F,WSW,1994,,,484457,5678313,15,184.184,158.162,205.211,181.185,251.255,186.190,157.157,210.214,151.153,159.159,141.143,129.129,149.155,122.138,223.223
25,F,WSW,1994,,,505254,5664264,15,194.198,162.162,205.211,180.186,231.231,192.194,155.157,210.210,151.153,163.175,141.141,129.129,153.157,122.130,223.243
7,M,WSW,1994,"1678, 417",,479356,5689342,15,198.198,156.158,201.205,182.182,231.252,186.194,159.169,210.210,151.151,163.163,131.141,127.127,153.155,138.138,223.243
7,M,WSW,1996,417,,,,,,,,,,,,,,,,,,,
7,M,WSW,1998,1678,,,,,,,,,,,,,,,,,,,
1,F,WSW,1994,,,413200,5745393,14,194.194,160.162,205.205,185.186,251.255,186.186,155.157,206.210,151.153,,135.141,127.129,151.153,132.138,223.239
